,frequency,presence,idf,tf-idf
we had a blast,3,1.0,9.364391601158275,28.093174803474824
thanks for the link,3,1.0,9.364391601158275,28.093174803474824
take care of her,2,1.0,9.364391601158275,18.72878320231655
had a great day,2,1.0,9.364391601158275,18.72878320231655
i had a good,2,1.0,9.364391601158275,18.72878320231655
wait to go to,2,1.0,9.364391601158275,18.72878320231655
to all your moms,2,1.0,9.364391601158275,18.72878320231655
you do nt get,2,1.0,9.364391601158275,18.72878320231655
that s a nice,2,1.0,9.364391601158275,18.72878320231655
i m listening to,2,1.0,9.364391601158275,18.72878320231655
that would be soo,2,1.0,9.364391601158275,18.72878320231655
in my life i,2,1.0,9.364391601158275,18.72878320231655
tomorrow is mother s,2,1.0,9.364391601158275,18.72878320231655
mother s day mommy,2,1.0,9.364391601158275,18.72878320231655
thank you for that,2,1.0,9.364391601158275,18.72878320231655
want all the soldiers,2,1.0,9.364391601158275,18.72878320231655
hope it s a,2,1.0,9.364391601158275,18.72878320231655
to see you guys,2,1.0,9.364391601158275,18.72878320231655
am so lucky to,2,1.0,9.364391601158275,18.72878320231655
happy mommy s day,2,1.0,9.364391601158275,18.72878320231655
i m pretty sure,2,1.0,9.364391601158275,18.72878320231655
i m so glad,2,1.0,9.364391601158275,18.72878320231655
i wish you were,2,1.0,9.364391601158275,18.72878320231655
just wan na be,2,1.0,9.364391601158275,18.72878320231655
i m glad you,2,1.0,9.364391601158275,18.72878320231655
i m trying to,2,1.0,9.364391601158275,18.72878320231655
to come home so,2,1.0,9.364391601158275,18.72878320231655
to all you moms,2,1.0,9.364391601158275,18.72878320231655
i feel like a,2,1.0,9.364391601158275,18.72878320231655
come home so we,2,1.0,9.364391601158275,18.72878320231655
i really really love,2,1.0,9.364391601158275,18.72878320231655
i m soo excited,2,1.0,9.364391601158275,18.72878320231655
that s got ta,2,1.0,9.364391601158275,18.72878320231655
i want all the,2,1.0,9.364391601158275,18.72878320231655
that s a great,2,1.0,9.364391601158275,18.72878320231655
wonderful mother s day,2,1.0,9.364391601158275,18.72878320231655
have a good night,2,1.0,9.364391601158275,18.72878320231655
cried so hard for,2,1.0,9.364391601158275,18.72878320231655
i want to be,2,1.0,9.364391601158275,18.72878320231655
was in london to,2,1.0,9.364391601158275,18.72878320231655
re having a great,2,1.0,9.364391601158275,18.72878320231655
to me i love,2,1.0,9.364391601158275,18.72878320231655
happy mom s day,2,1.0,9.364391601158275,18.72878320231655
i am soo happy,2,1.0,9.364391601158275,18.72878320231655
i am so lucky,2,1.0,9.364391601158275,18.72878320231655
glad you liked it,2,1.0,9.364391601158275,18.72878320231655
out there i hope,2,1.0,9.364391601158275,18.72878320231655
everyone has a great,2,1.0,9.364391601158275,18.72878320231655
cant wait to have,2,1.0,9.364391601158275,18.72878320231655
do what i want,2,1.0,9.364391601158275,18.72878320231655
glad to see the,2,1.0,9.364391601158275,18.72878320231655
forth be with you,2,1.0,9.364391601158275,18.72878320231655
you get better soon,2,3.0,8.67124442059833,17.34248884119666
it s so much,2,1.0,9.364391601158275,18.72878320231655
like to thank my,2,1.0,9.364391601158275,18.72878320231655
it s not as,2,1.0,9.364391601158275,18.72878320231655
thanks for the info,2,1.0,9.364391601158275,18.72878320231655
a great day and,2,1.0,9.364391601158275,18.72878320231655
i m really excited,2,1.0,9.364391601158275,18.72878320231655
s going to be,2,1.0,9.364391601158275,18.72878320231655
really wish i could,2,1.0,9.364391601158275,18.72878320231655
the force be with,2,1.0,9.364391601158275,18.72878320231655
all you moms out,2,1.0,9.364391601158275,18.72878320231655
i dont think i,2,1.0,9.364391601158275,18.72878320231655
mother day to all,2,1.0,9.364391601158275,18.72878320231655
you have a wonderful,2,1.0,9.364391601158275,18.72878320231655
have a great week,2,1.0,9.364391601158275,18.72878320231655
you you re my,2,1.0,9.364391601158275,18.72878320231655
all the soldiers to,2,1.0,9.364391601158275,18.72878320231655
wars day everyone may,2,2.0,8.958926493050111,17.917852986100222
do nt wan na,2,1.0,9.364391601158275,18.72878320231655
what a wonderful day,2,1.0,9.364391601158275,18.72878320231655
thanks for following me,2,1.0,9.364391601158275,18.72878320231655
do nt have to,2,1.0,9.364391601158275,18.72878320231655
all the mothers out,2,1.0,9.364391601158275,18.72878320231655
glad to see some,2,2.0,8.958926493050111,17.917852986100222
ve cried so hard,2,1.0,9.364391601158275,18.72878320231655
hope u feel better,2,2.0,8.958926493050111,17.917852986100222
a nice mother s,2,3.0,8.67124442059833,17.34248884119666
had a fun time,2,1.0,9.364391601158275,18.72878320231655
that s cool i,2,1.0,9.364391601158275,18.72878320231655
i think it s,2,1.0,9.364391601158275,18.72878320231655
that s cool thanks,2,1.0,9.364391601158275,18.72878320231655
hear about anymore being,2,1.0,9.364391601158275,18.72878320231655
day to all of,2,1.0,9.364391601158275,18.72878320231655
love being able to,2,1.0,9.364391601158275,18.72878320231655
a great time tonight,2,1.0,9.364391601158275,18.72878320231655
that s why we,2,1.0,9.364391601158275,18.72878320231655
it was a great,2,1.0,9.364391601158275,18.72878320231655
s nice to see,2,1.0,9.364391601158275,18.72878320231655
had a nice time,2,1.0,9.364391601158275,18.72878320231655
thought it was pretty,2,1.0,9.364391601158275,18.72878320231655
a glass of wine,2,1.0,9.364391601158275,18.72878320231655
think i ve cried,2,3.0,8.67124442059833,17.34248884119666
i sure hope so,2,1.0,9.364391601158275,18.72878320231655
i just wan na,2,1.0,9.364391601158275,18.72878320231655
it s a really,2,1.0,9.364391601158275,18.72878320231655
all mothers out there,2,1.0,9.364391601158275,18.72878320231655
it s a great,2,4.0,8.448100869284119,16.896201738568237
hope all is well,2,1.0,9.364391601158275,18.72878320231655
love you more than,2,1.0,9.364391601158275,18.72878320231655
a very happy mother,2,1.0,9.364391601158275,18.72878320231655
i m going to,2,1.0,9.364391601158275,18.72878320231655
home so we do,2,1.0,9.364391601158275,18.72878320231655
it s a nice,2,1.0,9.364391601158275,18.72878320231655
may the forth be,2,1.0,9.364391601158275,18.72878320231655
to all the beautiful,2,1.0,9.364391601158275,18.72878320231655
happy mama s day,2,1.0,9.364391601158275,18.72878320231655
mothers out there i,2,1.0,9.364391601158275,18.72878320231655
looking forward to seeing,2,1.0,9.364391601158275,18.72878320231655
i hope you all,2,1.0,9.364391601158275,18.72878320231655
looking forward to a,2,1.0,9.364391601158275,18.72878320231655
u have a great,2,1.0,9.364391601158275,18.72878320231655
i love you more,2,1.0,9.364391601158275,18.72878320231655
i d like to,2,1.0,9.364391601158275,18.72878320231655
out there i love,2,1.0,9.364391601158275,18.72878320231655
mother s day present,2,1.0,9.364391601158275,18.72878320231655
all the mommy s,2,1.0,9.364391601158275,18.72878320231655
i m here if,2,1.0,9.364391601158275,18.72878320231655
nice to meet you,2,1.0,9.364391601158275,18.72878320231655
had a good day,2,2.0,8.958926493050111,17.917852986100222
i love this show,2,1.0,9.364391601158275,18.72878320231655
wish i could go,2,1.0,9.364391601158275,18.72878320231655
nt have to hear,2,1.0,9.364391601158275,18.72878320231655
the forth be with,2,1.0,9.364391601158275,18.72878320231655
wo nt regret it,2,1.0,9.364391601158275,18.72878320231655
i could nt ask,2,1.0,9.364391601158275,18.72878320231655
gon na have a,2,1.0,9.364391601158275,18.72878320231655
to talk to you,2,1.0,9.364391601158275,18.72878320231655
you moms out there,2,1.0,9.364391601158275,18.72878320231655
have a wonderful day,2,1.0,9.364391601158275,18.72878320231655
is mother s day,2,2.0,8.958926493050111,17.917852986100222
really want to see,2,1.0,9.364391601158275,18.72878320231655
it should be a,2,1.0,9.364391601158275,18.72878320231655
the soldiers to come,2,1.0,9.364391601158275,18.72878320231655
there i love my,2,1.0,9.364391601158275,18.72878320231655
you had a nice,2,1.0,9.364391601158275,18.72878320231655
best wishes to you,2,1.0,9.364391601158275,18.72878320231655
force be with you,2,1.0,9.364391601158275,18.72878320231655
we do nt have,2,1.0,9.364391601158275,18.72878320231655
on mother s day,2,1.0,9.364391601158275,18.72878320231655
you had a great,2,1.0,9.364391601158275,18.72878320231655
happy may bank holiday,2,1.0,9.364391601158275,18.72878320231655
happy mothers day people,2,2.0,8.958926493050111,17.917852986100222
hard for a show,2,1.0,9.364391601158275,18.72878320231655
hope you do nt,2,2.0,8.958926493050111,17.917852986100222
good day at work,2,1.0,9.364391601158275,18.72878320231655
a happy mothers day,2,1.0,9.364391601158275,18.72878320231655
there i hope you,2,1.0,9.364391601158275,18.72878320231655
my life i am,2,1.0,9.364391601158275,18.72878320231655
very happy mother s,2,1.0,9.364391601158275,18.72878320231655
day may the be,2,1.0,9.364391601158275,18.72878320231655
have to hear about,2,1.0,9.364391601158275,18.72878320231655
i love him too,2,1.0,9.364391601158275,18.72878320231655
m so excited for,2,1.0,9.364391601158275,18.72878320231655
ask for anything more,2,1.0,9.364391601158275,18.72878320231655
d like to thank,2,1.0,9.364391601158275,18.72878320231655
to hear about anymore,2,3.0,8.67124442059833,17.34248884119666
you are too kind,2,1.0,9.364391601158275,18.72878320231655
i am going to,2,1.0,9.364391601158275,18.72878320231655
that s a good,2,1.0,9.364391601158275,18.72878320231655
up the good work,2,1.0,9.364391601158275,18.72878320231655
hope you get better,2,2.0,8.958926493050111,17.917852986100222
having a great day,2,1.0,9.364391601158275,18.72878320231655
i was in london,2,1.0,9.364391601158275,18.72878320231655
s not too bad,2,1.0,9.364391601158275,18.72878320231655
will work on that,2,1.0,9.364391601158275,18.72878320231655
day everyone may the,2,1.0,9.364391601158275,18.72878320231655
we ca nt wait,2,1.0,9.364391601158275,18.72878320231655
wait to see the,2,1.0,9.364391601158275,18.72878320231655
i totally owe you,2,1.0,9.364391601158275,18.72878320231655
day to you as,2,1.0,9.364391601158275,18.72878320231655
dont think i ve,2,1.0,9.364391601158275,18.72878320231655
you re so cute,2,1.0,9.364391601158275,18.72878320231655
i was going to,2,1.0,9.364391601158275,18.72878320231655
i do nt want,2,1.0,9.364391601158275,18.72878320231655
soldiers to come home,2,2.0,8.958926493050111,17.917852986100222
nice mother s day,2,1.0,9.364391601158275,18.72878320231655
so hard for a,2,1.0,9.364391601158275,18.72878320231655
one of the best,2,1.0,9.364391601158275,18.72878320231655
to have you back,2,1.0,9.364391601158275,18.72878320231655
hope everyone has a,2,1.0,9.364391601158275,18.72878320231655
about anymore being killed,2,2.0,8.958926493050111,17.917852986100222
i aim to please,2,1.0,9.364391601158275,18.72878320231655
i ve cried so,2,1.0,9.364391601158275,18.72878320231655
just got back from,2,1.0,9.364391601158275,18.72878320231655
may the force be,2,1.0,9.364391601158275,18.72878320231655
a wonderful mother s,2,1.0,9.364391601158275,18.72878320231655
i got a new,2,1.0,9.364391601158275,18.72878320231655
a lot of fun,2,2.0,8.958926493050111,17.917852986100222
to all mothers out,2,1.0,9.364391601158275,18.72878320231655
going to be a,2,1.0,9.364391601158275,18.72878320231655
have a great one,2,1.0,9.364391601158275,18.72878320231655
it was worth it,2,1.0,9.364391601158275,18.72878320231655
i love being able,2,1.0,9.364391601158275,18.72878320231655
i love her so,2,1.0,9.364391601158275,18.72878320231655
i think i m,2,1.0,9.364391601158275,18.72878320231655
this should be fun,2,6.0,8.111628632662907,16.223257265325813
back from a nice,2,1.0,9.364391601158275,18.72878320231655
sounds like a great,2,1.0,9.364391601158275,18.72878320231655
it was really good,2,1.0,9.364391601158275,18.72878320231655
enjoy the rest of,2,1.0,9.364391601158275,18.72878320231655
i hope it s,2,1.0,9.364391601158275,18.72878320231655
but i wo nt,2,1.0,9.364391601158275,18.72878320231655
i thought it was,2,1.0,9.364391601158275,18.72878320231655
had a great weekend,2,1.0,9.364391601158275,18.72878320231655
be a fun night,2,1.0,9.364391601158275,18.72878320231655
nt ask for anything,2,1.0,9.364391601158275,18.72878320231655
keep up the good,2,1.0,9.364391601158275,18.72878320231655
wish i was going,2,1.0,9.364391601158275,18.72878320231655
i m lovin it,2,1.0,9.364391601158275,18.72878320231655
finally got to see,2,1.0,9.364391601158275,18.72878320231655
it s nice to,2,1.0,9.364391601158275,18.72878320231655
to all the mamas,2,1.0,9.364391601158275,18.72878320231655
do nt want to,2,1.0,9.364391601158275,18.72878320231655
i m really happy,2,1.0,9.364391601158275,18.72878320231655
ca nt be bothered,2,1.0,9.364391601158275,18.72878320231655
i hope you have,2,1.0,9.364391601158275,18.72878320231655
mother s day with,2,1.0,9.364391601158275,18.72878320231655
i had so much,2,1.0,9.364391601158275,18.72878320231655
have a great time,2,1.0,9.364391601158275,18.72878320231655
live long and prosper,2,1.0,9.364391601158275,18.72878320231655
hope they actually are,1,1.0,9.364391601158275,9.364391601158275
quesadiaas are bombb l,1,2.0,8.958926493050111,8.958926493050111
is shinning at last,1,1.0,9.364391601158275,9.364391601158275
my teaching load confusion,1,1.0,9.364391601158275,9.364391601158275
s for some relaxation,1,1.0,9.364391601158275,9.364391601158275
he s fascinating i,1,1.0,9.364391601158275,9.364391601158275
my gosh i woke,1,1.0,9.364391601158275,9.364391601158275
mothers i miss my,1,1.0,9.364391601158275,9.364391601158275
seeing the collection vid,1,1.0,9.364391601158275,9.364391601158275
might do the same,1,1.0,9.364391601158275,9.364391601158275
i m ok my,1,1.0,9.364391601158275,9.364391601158275
about love and happiness,1,1.0,9.364391601158275,9.364391601158275
rummage sales on friday,1,1.0,9.364391601158275,9.364391601158275
having a lovely weekend,1,1.0,9.364391601158275,9.364391601158275
congratulations leah happy mothers,1,1.0,9.364391601158275,9.364391601158275
not lazing at home,1,2.0,8.958926493050111,8.958926493050111
upgraded to spotify premium,1,1.0,9.364391601158275,9.364391601158275
moment i saw the,1,2.0,8.958926493050111,8.958926493050111
believe how gorgeous the,1,1.0,9.364391601158275,9.364391601158275
know what it is,1,1.0,9.364391601158275,9.364391601158275
to find some boys,1,1.0,9.364391601158275,9.364391601158275
re my baby omfg,1,1.0,9.364391601158275,9.364391601158275
finally got the sleep,1,1.0,9.364391601158275,9.364391601158275
a poet i am,1,1.0,9.364391601158275,9.364391601158275
point and it s,1,1.0,9.364391601158275,9.364391601158275
s cake is done,1,1.0,9.364391601158275,9.364391601158275
are all so proud,1,1.0,9.364391601158275,9.364391601158275
he was nt lmao,1,1.0,9.364391601158275,9.364391601158275
much to me i,1,1.0,9.364391601158275,9.364391601158275
and the wife is,1,1.0,9.364391601158275,9.364391601158275
buy you something gift,1,1.0,9.364391601158275,9.364391601158275
the person is ok,1,1.0,9.364391601158275,9.364391601158275
you are voting for,1,1.0,9.364391601158275,9.364391601158275
honored by any of,1,1.0,9.364391601158275,9.364391601158275
was incredible though i,1,1.0,9.364391601158275,9.364391601158275
could see him on,1,1.0,9.364391601158275,9.364391601158275
hope she comes back,1,1.0,9.364391601158275,9.364391601158275
latest webkit so my,1,1.0,9.364391601158275,9.364391601158275
hook up your wii,1,1.0,9.364391601158275,9.364391601158275
my ipod is fun,1,1.0,9.364391601158275,9.364391601158275
i lt you u,1,1.0,9.364391601158275,9.364391601158275
juss got a lavender,1,1.0,9.364391601158275,9.364391601158275
diagram of the mainstream,1,1.0,9.364391601158275,9.364391601158275
a nice ring to,1,1.0,9.364391601158275,9.364391601158275
i am with you,1,1.0,9.364391601158275,9.364391601158275
seem like a great,1,1.0,9.364391601158275,9.364391601158275
but its better than,1,1.0,9.364391601158275,9.364391601158275
enjoy ur nite luv,1,1.0,9.364391601158275,9.364391601158275
party was awesome soo,1,1.0,9.364391601158275,9.364391601158275
my best friend and,1,1.0,9.364391601158275,9.364391601158275
lt ryan baby iloveyopu,1,1.0,9.364391601158275,9.364391601158275
had an absolutly great,1,1.0,9.364391601158275,9.364391601158275
hang out at the,1,1.0,9.364391601158275,9.364391601158275
and heather bown and,1,1.0,9.364391601158275,9.364391601158275
ve made my picture,1,1.0,9.364391601158275,9.364391601158275
smoothness on this lovely,1,1.0,9.364391601158275,9.364391601158275
i was hoping bud,1,1.0,9.364391601158275,9.364391601158275
did you get for,1,1.0,9.364391601158275,9.364391601158275
for acting and dancing,1,1.0,9.364391601158275,9.364391601158275
dont worry andy i,1,1.0,9.364391601158275,9.364391601158275
parents i got a,1,1.0,9.364391601158275,9.364391601158275
our followers thought of,1,2.0,8.958926493050111,8.958926493050111
happy birthday too mee,1,1.0,9.364391601158275,9.364391601158275
soo make dis show,1,1.0,9.364391601158275,9.364391601158275
my day at work,1,1.0,9.364391601158275,9.364391601158275
i made u cake,1,1.0,9.364391601158275,9.364391601158275
long pink hair back,1,1.0,9.364391601158275,9.364391601158275
cream the way i,1,1.0,9.364391601158275,9.364391601158275
m having fun aiming,1,1.0,9.364391601158275,9.364391601158275
beautiful and amazing mom,1,1.0,9.364391601158275,9.364391601158275
have a great job,1,1.0,9.364391601158275,9.364391601158275
my family and sorors,1,1.0,9.364391601158275,9.364391601158275
it best be good,1,1.0,9.364391601158275,9.364391601158275
tomorrow mommy i love,1,1.0,9.364391601158275,9.364391601158275
good luck whit the,1,1.0,9.364391601158275,9.364391601158275
re everything to me,1,2.0,8.958926493050111,8.958926493050111
i promise you can,1,1.0,9.364391601158275,9.364391601158275
do it parallel ideas,1,1.0,9.364391601158275,9.364391601158275
all you mothers out,1,1.0,9.364391601158275,9.364391601158275
quote know you re,1,1.0,9.364391601158275,9.364391601158275
cant hear yourself screamin,1,1.0,9.364391601158275,9.364391601158275
think i might have,1,1.0,9.364391601158275,9.364391601158275
in barnes and noble,1,1.0,9.364391601158275,9.364391601158275
chocolates plural to celebrate,1,1.0,9.364391601158275,9.364391601158275
i need faces not,1,2.0,8.958926493050111,8.958926493050111
that s very thoughtful,1,1.0,9.364391601158275,9.364391601158275
i know this is,1,1.0,9.364391601158275,9.364391601158275
perfect night to go,1,1.0,9.364391601158275,9.364391601158275
sensibility here we come,1,1.0,9.364391601158275,9.364391601158275
morning jess here just,1,1.0,9.364391601158275,9.364391601158275
chocolate milk is so,1,1.0,9.364391601158275,9.364391601158275
about my hospital placement,1,1.0,9.364391601158275,9.364391601158275
got twitter for my,1,1.0,9.364391601158275,9.364391601158275
es cant wait to,1,1.0,9.364391601158275,9.364391601158275
the kids are great,1,1.0,9.364391601158275,9.364391601158275
tweetdeck gettin a move,1,1.0,9.364391601158275,9.364391601158275
my home made red,1,1.0,9.364391601158275,9.364391601158275
ready to enjoy your,1,2.0,8.958926493050111,8.958926493050111
thanks for the support,1,1.0,9.364391601158275,9.364391601158275
it is an awesome,1,2.0,8.958926493050111,8.958926493050111
arrival of rafferty david,1,1.0,9.364391601158275,9.364391601158275
day and i am,1,1.0,9.364391601158275,9.364391601158275
you happy star wars,1,1.0,9.364391601158275,9.364391601158275
life of an iphone,1,1.0,9.364391601158275,9.364391601158275
watching shows i missed,1,1.0,9.364391601158275,9.364391601158275
have a gift just,1,1.0,9.364391601158275,9.364391601158275
are obviously a great,1,1.0,9.364391601158275,9.364391601158275
amp happiness u all,1,1.0,9.364391601158275,9.364391601158275
monte cristo sandwich soo,1,1.0,9.364391601158275,9.364391601158275
am completely flattened by,1,1.0,9.364391601158275,9.364391601158275
i still ca nt,1,2.0,8.958926493050111,8.958926493050111
god peppermint mochas frappachinos,1,1.0,9.364391601158275,9.364391601158275
a nice bike ride,1,1.0,9.364391601158275,9.364391601158275
s not as bad,1,1.0,9.364391601158275,9.364391601158275
some people that quot,1,1.0,9.364391601158275,9.364391601158275
to have a momma,1,1.0,9.364391601158275,9.364391601158275
no hope it s,1,1.0,9.364391601158275,9.364391601158275
new blog up comments,1,1.0,9.364391601158275,9.364391601158275
of benjamin button i,1,1.0,9.364391601158275,9.364391601158275
when you know the,1,1.0,9.364391601158275,9.364391601158275
would just be sad,1,1.0,9.364391601158275,9.364391601158275
in for a great,1,1.0,9.364391601158275,9.364391601158275
regret not taking that,1,1.0,9.364391601158275,9.364391601158275
great seeing your pics,1,1.0,9.364391601158275,9.364391601158275
he gives twitter tips,1,1.0,9.364391601158275,9.364391601158275
loss for words looks,1,1.0,9.364391601158275,9.364391601158275
wish i could spend,1,1.0,9.364391601158275,9.364391601158275
the sweetest love you,1,1.0,9.364391601158275,9.364391601158275
love to send something,1,1.0,9.364391601158275,9.364391601158275
have to let me,1,3.0,8.67124442059833,8.67124442059833
predictable but so funny,1,1.0,9.364391601158275,9.364391601158275
of two of your,1,1.0,9.364391601158275,9.364391601158275
love fanmail talk to,1,1.0,9.364391601158275,9.364391601158275
s i just loove,1,1.0,9.364391601158275,9.364391601158275
happy with a glass,1,1.0,9.364391601158275,9.364391601158275
re at work then,1,1.0,9.364391601158275,9.364391601158275
only get a day,1,1.0,9.364391601158275,9.364391601158275
re welcome of course,1,1.0,9.364391601158275,9.364391601158275
home from work and,1,1.0,9.364391601158275,9.364391601158275
to the family new,1,1.0,9.364391601158275,9.364391601158275
frankie did a great,1,1.0,9.364391601158275,9.364391601158275
around miley love to,1,1.0,9.364391601158275,9.364391601158275
i do it s,1,1.0,9.364391601158275,9.364391601158275
peppermint mochas frappachinos are,1,1.0,9.364391601158275,9.364391601158275
august will be a,1,1.0,9.364391601158275,9.364391601158275
that is the truth,1,1.0,9.364391601158275,9.364391601158275
s cool thanks for,1,1.0,9.364391601158275,9.364391601158275
bbq is good no,1,1.0,9.364391601158275,9.364391601158275
with you gon na,1,1.0,9.364391601158275,9.364391601158275
but i can spread,1,1.0,9.364391601158275,9.364391601158275
traveling mi.thru states amp,1,1.0,9.364391601158275,9.364391601158275
miss everyone i need,1,1.0,9.364391601158275,9.364391601158275
you as well have,1,1.0,9.364391601158275,9.364391601158275
he will be fine,1,1.0,9.364391601158275,9.364391601158275
and we love you,1,3.0,8.67124442059833,8.67124442059833
crown does nt shatter,1,1.0,9.364391601158275,9.364391601158275
style scrabbled are the,1,2.0,8.958926493050111,8.958926493050111
just spoke to my,1,1.0,9.364391601158275,9.364391601158275
have a wonderful first,1,1.0,9.364391601158275,9.364391601158275
my neeww cd haha,1,1.0,9.364391601158275,9.364391601158275
looks like it was,1,1.0,9.364391601158275,9.364391601158275
lol happy mothersday to,1,1.0,9.364391601158275,9.364391601158275
thank you my love,1,1.0,9.364391601158275,9.364391601158275
everyone else act a,1,1.0,9.364391601158275,9.364391601158275
good happy mother s,1,1.0,9.364391601158275,9.364391601158275
of my followers actually,1,1.0,9.364391601158275,9.364391601158275
so many great people,1,1.0,9.364391601158275,9.364391601158275
doown patience is virtue,1,1.0,9.364391601158275,9.364391601158275
his shirt off times,1,1.0,9.364391601158275,9.364391601158275
being able to run,1,1.0,9.364391601158275,9.364391601158275
oh wow thanks for,1,1.0,9.364391601158275,9.364391601158275
you make me smile,1,1.0,9.364391601158275,9.364391601158275
nice i like windows,1,1.0,9.364391601158275,9.364391601158275
and a movie cool,1,1.0,9.364391601158275,9.364391601158275
going smoothly so far,1,1.0,9.364391601158275,9.364391601158275
your favorites see monday,1,1.0,9.364391601158275,9.364391601158275
