,Unnamed: 0,textID,text,selected_text,sentiment
56,132,dd2a3bd5b8, I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,am on here finally and yay seriously that made my day oh fellow hell ruler,neutral
57,134,3daf2c8f94,"Well, I made the list look better, but I can't do anything about the number pictures, since I already closed that tab.",well i made the list look better but i ca nt do anything about the number pictures since i already closed that tab,neutral
58,135,2460ff68a8,bbq party,bbq party,neutral
59,137,21560548c9, Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.,sorry to hear about the laptop troubles hope you can get them fixed and the lappy back to norm,neutral
60,138,4f5f302b6d,": Omg! I never got your message so I didn't notice until I was looking back a ways! Sorry, that was a good idea though...lol",omg i never got your message so i did nt notice until i was looking back a ways sorry that was a good idea though lol,neutral
61,139,f5ab6158d8, nvm i just got ur message that ur sick,nvm i just got ur message that ur sick,neutral
62,140,0959262dda, It tells me I'm not a member of the private beta  and I'm not going to just start pretending to assassinate people,it tells me i m not a member of the private beta and i m not going to just start pretending to assassinate people,neutral
63,144,79a63fea5e,Happy Grey's day everyone! Oh I miss Grey's!!,happy grey s day everyone oh i miss grey s,neutral
64,151,354a5dd44d,http://snipurl.com/hbp3g  Canalway Cavalcade over in 'little venice' near Warwick Avenue - on today too,URL canalway cavalcade over in little venice near warwick avenue on today too,neutral
65,152,ee60f31d77, /drool. I still need to 100% the first one,i still need to the first one,neutral
66,155,05e15c27ed,is not sleeping because he has paperwork to do.,is not sleeping because he has paperwork to do,neutral
67,159,514f235153, We don't have either of those here.,we do nt have either of those here,neutral
68,161,c9359dece4, Press 'Ctrl' on bottom right. The underscore for E71 is there.  KY,press ctrl on bottom right the underscore for e71 is there ky,neutral
69,165,cc5639a1aa,wishes  would admit she has a new lovah,wishes would admit she has a new lovah,neutral
70,166,d62b284da0, home now and added a few more Grice's to my list,home now and added a few more grice s to my list,neutral
71,168,51965dd632,is watching wolverine at last.,is watching wolverine at last,neutral
72,170,c3a417a9c8," It's good they're realistic, but I still don't like thinking about it!!!",it s good they re realistic but i still do nt like thinking about it,neutral
73,172,28b57f3990,http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,URL some shameless plugging for the best rangers forum on earth,neutral
74,173,1f03b34f07,Come See Me Live On Stickam  http://www.stickam.com/valentine_rock,come see me live on stickam,neutral
75,174,9d4b1e13a3,_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi,i know seems that the whole fabric of our earth will now unravel lol i guess people have never seen bambi,neutral
76,175,5296a3c4b9,"uploading photos.   (on: Facebook, &amp; Friendster... Myspace later.)",uploading photos on facebook amp friendster myspace lat,neutral
77,177,5733c8453b,"Sasha's helped too, of course",sasha s helped too of course,neutral
78,178,ef2ab041f3,  Is there going to be any more TAI TV? Ah I hope so,is there going to be any more tai tv ah i hope so,neutral
79,180,153ca0e3c3,"Thinking about Con Law, fighting a headache, &amp; Paying bills...",thinking about con law fighting a headache amp paying bills,neutral
80,181,74be5dc362,So slpy 2day  zzzz,so slpy zz,neutral
81,185,d49d68f107, Indeed I did get your song however am unable to listen.,indeed i did get your song however am unable to listen,neutral
82,186,88bc831803," O: aw, frank  i like that movie, it's cool. i don't fully understand, but i think that's cool (:",o aw frank i like that movie it s cool i do nt fully understand but i think that s cool,neutral
83,187,cadd44e0ed,"Ok, sending me messages asking to set my blog live won't work (linked to my developing website)! Take a tip from  and be patient!",ok sending me messages asking to set my blog live wo nt work linked to my developing website take a tip from and be patient,neutral
84,190,195157e55e,is needing to make a new video,is needing to make a new video,neutral
85,191,9ebf0fdde7, how about a new article on finding your YouTube channel stats in your Google Analytics account? Can't find it,how about a new article on finding your youtube channel stats in your google analytics account ca nt find it,neutral
86,201,6b3c07bec3,is back from a weekend get away,is back from a weekend get away,neutral
87,204,7fda0ae9c3,should have started working on this lecture MUCH earlier  using tag clouds from google news to explain basics of content analysis...,should have started working on this lecture much earlier using tag clouds from google news to explain basics of content analysis,neutral
88,205,a452d71fc8, nope,nope,neutral
89,206,b5a8bbb329, It's because we're right,it s because we re right,neutral
90,208,1a969de34e,":o Wow only just found out new xbox is called xbox720 , how did i not no im a geek ...",o wow only just found out new xbox is called xbox720 how did i not no im a geek,neutral
91,209,0068b3323c,_lavish i told diamond to follow you. and why u aitn share the starburst,i told diamond to follow you and why u aitn share the starburst,neutral
92,210,022ea32026,well - that blows.  Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching!  Love u guys,well that blows sorry to cut it short it wont work for me i didnt get to say bye so goodnight guys thx for watching love u guys,neutral
93,213,853357e610," Pigs catching Swine Flu and Avian Flu, risking the development of Flying Pig Flu? Awesomely funny",pigs catching swine flu and avian flu risking the development of flying pig flu awesomely funny,neutral
94,214,1a43a95aae, The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web. Example http://u.nu/7y68,the portuguese national library could use it also right now they seem to be in a ca web,neutral
95,215,7be41c3b89,_0robertpatt Why do they do that?!,why do they do that,neutral
96,216,96c5b4862c,listening to a new Stolen Sheep record,listening to a new stolen sheep record,neutral
97,219,d4ff0ef413,Off to church now...,off to church now,neutral
98,220,9733f971b5, May the fourth be with you,may the fourth be with you,neutral
99,224,4d8925a0a9,": Geez, a cool man like him be the villains. Too bad",geez a cool man like him be the villains too bad,neutral
100,226,4d5ae57550, You can find more info on getonu2.com We hope to launch the project this week. Then we'll really need some help to release it!,you can find more info on getonu2.com we hope to launch the project this week then we ll really need some help to release it,neutral
101,237,92a6b5016a,food...food...FOOD!,food food food,neutral
102,240,503063f77e,Can not afford the DR this year. I just can't pull it off this time.,can not afford the dr this year i just ca nt pull it off this time,neutral
103,241,a3f0f1bd6f," I'm having elevated error rates... StreamKeys not found, and then connection problems. Server migration isn't easy, huh  ?",i m having elevated error rates streamkeys not found and then connection problems server migration is nt easy huh,neutral
104,244,85a656ef9f,will be doing all the chores just for her mama,will be doing all the chores just for her mama,neutral
105,245,43e658a79f," well, the requirements are quite high as well",well the requirements are quite high as well,neutral
106,247,b2a8d75ab9,Awwwwwww holly,aww holly,neutral
107,250,98bfec52ab," yay, you get to ride on the tow truck. How cool is that?",yay you get to ride on the tow truck how cool is that,neutral
108,251,9abdd004ac, yeah i did  i remember it na....... i did watch it before ),yeah i did i remember it na i did watch it before,neutral
109,253,9ae78ce646," ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing &amp; not clunky. -just a few!",ease of use better camera syncs smaller i looked at storm more eyeappealing amp not clunky just a fe,neutral
110,258,fefc0ed9f0, wow.???? ??????,wow,neutral
111,259,5e3438415f, I will try. But I don't care what my mum says,i will try but i do nt care what my mum says,neutral
112,261,58030178a2," she was wonderful, did not get to meet her though",she was wonderful did not get to meet her though,neutral
113,263,0deb56c608, turn on your closed caption ... Then you can read and watch animal planet at the same tiime.,turn on your closed caption then you can read and watch animal planet at the same tiime,neutral
114,265,aadad95bae," You too, Rus!",you too rus,neutral
115,267,93d4008ef1, testing.... Hey! I gotta add you as someone to follow,testing hey i got ta add you as someone to follow,neutral
116,268,3d5b85833e," I've lost count of the number I've rung today already    Were going to Wales, but I'm due in court on monday!",i ve lost count of the number i ve rung today already were going to wales but i m due in court on monday,neutral
117,270,a490706bc1, For me everything ok except install crashed at the end and now Safari crashes at every cmd+Q,for me everything ok except install crashed at the end and now safari crashes at every,neutral
118,278,150073b9ca, Welcome back!,welcome back,neutral
119,280,d5b83f848c, of couuuurse fika  i'll pray thes best for you then.,of couurse fika i ll pray thes best for you then,neutral
120,284,e999df98cc, They should add Dunkin Donuts to their menu too.,they should add dunkin donuts to their menu too,neutral
121,285,c24609183c,"Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream",is up coffee in hand with laminate floor to lay then footy to watch and play living the dream,neutral
122,286,6d924430ec,No 1 evr brngs me a starbux!   *~CoRiEoGrApHy~*,no evr brngs me a starbux,neutral
123,289,e578b04e2a,"i need to see ...now! someone buy me a plane ticket, please?",i need to see now someone buy me a plane ticket please,neutral
124,290,2991e56ed4,@ ginniejean there's a lot of mojo all over the place...  yes.,ginniejean there s a lot of mojo all over the place yes,neutral
125,292,d7fa220244,off to the family party,off to the family party,neutral
126,296,1fbc83a3c8, You are right.  If you ordered a static IP it should have been set up.  I apologize if it was not,you are right if you ordered a static ip it should have been set up i apologize if it was not,neutral
127,299,d81e3618bd, I know.     #hhrs,i know h,neutral
128,300,22cb6d05cf,WOW Panic at the disco en Abbey Road,wow panic at the disco en abbey road,neutral
129,304,5b20ab3365,Making an iMovie of college,making an imovie of college,neutral
130,307,bfc6e40ae6,All the food in my house has sugar ants in it,all the food in my house has sugar ants in it,neutral
131,308,05629e13d6, love you loads hun ) hot weather gutted i aint with you now chillaxing  but we got tomoz  xxxx,hot weather gutted i aint with you now chillaxing but we got tomoz,neutral
132,309,b192e1c733, awww  well I am here...just in case...I am not like THE PERFECT FUNNY FRIEND but I`m here hehe,aww well i am here just in case i am not like the perfect funny friend but i m here hehe,neutral
133,314,5593a8341f,oh about you lol sorry my minds always on you,oh about you lol sorry my minds always on you,neutral
134,322,804482ed6a,"Can you dig it, sucka?  Booker T.  Former WWE Wrestler",can you dig it sucka booker t former wwe wrestler,neutral
135,327,7cd45d9ece,MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &amp;$25 GiftCert to HipFabric!! GO check it out,morning every1 giveaway at URL mod kid emma pattern amp giftcert to hipfabric go check it,neutral
136,329,8d0fdbed6d,voyed on MTV Movie Awards  Mostly on TWILIGHT and SLUMDOG   http://is.gd/wBt6,voyed on mtv movie awards mostly on twilight and slumdog URL,neutral
137,331,970ae7e78a,SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9's with K kick. He shows A9.,sb flop a q players check turn i check call bet river brick i check call with trip s with k kick he shows a9,neutral
138,333,772121f139,It takes nearly 2 days to figure out what causes the mic problems at #euruko: Do not hold the mic at the bottom!,it takes nearly days to figure out what causes the mic problems at euruko do not hold the mic at the bottom,neutral
139,334,45e9599ec1, haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early,haha i am aware of how one contracts a uti and i have training for work at tomorrow morning so i have to go to bed early,neutral
140,336,23e1f7dca4,Is at a photoshoot.,is at a photoshoot,neutral
141,337,a8bf43dc82,I have to work tonight  But I get my paycheck!,i have to work tonight but i get my paycheck,neutral
142,338,8db4d80318, Jars was gonna be my answer,jars was gon na be my answer,neutral
143,339,c47421facf,"rap battling at second sat, now at the moviesss  haha &quot;i swim in a lake of ****&quot;- Matthew M. ( Ghosts of Girlfriends Past)",rap battling at second sat now at the moviess haha quot i swim in a lake of quot matthew m ghosts of girlfrie,neutral
144,340,17a362db4b,i can't believe my little brother is married...,i ca nt believe my little brother is married,neutral
145,341,cbe913571f,Time to wind down and relax a little.  I can only change the world a little through Twitter each evening.  The rest will be up to others.,time to wind down and relax a little i can only change the world a little through twitter each evening the rest will be up to others,neutral
146,343,197edd16c0," no, sir, they did not! i was amazed when i woke up this morning.",no sir they did not i was amazed when i woke up this morning,neutral
147,344,c3bb37493e,"http://twitpic.com/4jerc view of Atlas Mountains, Morocco across the Straits of Gibraltar, I took the other day from Europa Point, Gib",URL view of atlas mountains morocco across the straits of gibraltar i took the other day from europa point gib,neutral
148,350,160945b393, awwww i cried...makes me cry  i love joey!,aww i cried makes me cry i love joey,neutral
149,355,506f3859f7,Just dropped my sistah off @ lax.    #fb,just dropped my sistah off lax fb,neutral
150,356,ebf0d1be0c,phone was acting crazy today so i missed all my tweeties' updates  but i fixed it,phone was acting crazy today so i missed all my tweeties updates but i fixed it,neutral
151,357,b91a241333,_double as if there are any other kind  http://myloc.me/Fkl,as if there are any other kind URL,neutral
152,361,c4790ca0ae, lol I really wanna go there!! Imma check the vid out rite now,lol i really wan na go there imma check the vid out rite now,neutral
153,362,dda9ee70ed, with 14mph winds!!,with winds,neutral
154,363,796e15046e, Wow- you are sharing some of my long list.,wow you are sharing some of my long list,neutral
155,364,8ac1304215,maaaaan last night was a funny night! sad aswell tho,maan last night was a funny night sad aswell tho,neutral
156,367,df120c16ce, What are u going to do today my girl?,what are u going to do today my girl,neutral
157,368,511d2b0355,I see ,i see,neutral
158,371,cfb49dff56, no i mean 2moz. I'm workin' 7-1 in a bakers then 6-4 later in a pub,no i mean i m workin in a bakers then later in a pub,neutral
159,372,21fe7492e2,trying to get a sale in my job...,trying to get a sale in my job,neutral
160,374,2f50cb1ab9, hey you!,hey you,neutral
161,375,edffb44320,is TATTEDDDDD!!!!!!!!!!!!!,is tattedd,neutral
162,377,beb87222f9,"_Girl Girl, those are bangin' shoes!!!  Work it!",girl those are bangin shoes work it,neutral
163,379,63c1de94bb,another week starts,another week starts,neutral
164,380,a386b7904a, soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page,soz i neva saw this message till now if u add then delete me i cant see any messages uve left on my page,neutral
165,384,f728c3d7c8, Don't know yet  Lemme know if you come up with something though.,do nt know yet lem me know if you come up with something though,neutral
166,385,a445fe640d,First Day for research at Edmonton General,first day for research at edmonton general,neutral
167,386,49dc4d26d2," Yes, I'm originally from Argentina. And very 'mystic' about that  ...ï¿½ bientï¿½t de te lire Quincy!",yes i m originally from argentina and very mystic about that de te lire quincy,neutral
168,387,004820461a,Jacqueline Wilson day on CBBC,jacqueline wilson day on cbbc,neutral
169,389,71c989ed9d,workin.. still lol i wanted to go to the spring game,workin still lol i wanted to go to the spring game,neutral
170,391,a39a139223,just joined Twitter...     Hiya world!,just joined twitter hiya world,neutral
171,392,ca8386b30e, i love those boys. i missed the chat yesterday  it was the firts &amp; only one i'll miss though! &lt;333 Nick Jonas &lt;3333,i love those boys i missed the chat yesterday it was the firts amp only one i ll miss though lt nick jonas,neutral
172,395,9a2742a83e,pretty bummed that it had to rain last nite! oh well  still had fun! Goldfish is highly overrated!,pretty bummed that it had to rain last nite oh well still had fun goldfish is highly overrated,neutral
173,398,079e161937,"just installed Windows 7 RC, so far no mushroom cloud yet.",just installed windows rc so far no mushroom cloud yet,neutral
174,399,60297b1b97,mozert requiem tonight,mozert requiem tonight,neutral
175,400,e67d1e9731,"Downloading TF2, a mere 6.3G ... 3% nearly instantly now down to about 500KB",downloading tf2 a mere nearly instantly now down to about,neutral
176,404,be89d69b8f,hubby is snoring!  but I still love him,hubby is snoring but i still love him,neutral
177,405,567b068131, that's such a long time from now,that s such a long time from now,neutral
178,406,7ef7bc5e68,Finally it's Friday! Things are going to be so different starting next week...my house will be empty!,finally it s friday things are going to be so different starting next week my house will be empty,neutral
179,407,94cd62f069, Have you been going to the Trop for the last 5 years?  No more games for you!,have you been going to the trop for the last years no more games for you,neutral
180,409,d539a1fb71,&quot;leave the pieces&quot; - the wreckers... hmm,quot leave the pieces quot the wreckers,neutral
181,410,94b2a982ef, umm..nope not anymoree,umm nope not anymoree,neutral
182,411,b67c6fe84c, Just got it a few hours ago! So not yet!,just got it a few hours ago so not yet,neutral
183,412,cd66187d0a,Hate this song  ? http://blip.fm/~5jg6f,hate this song URL,neutral
184,413,4d94cf4328,Building Websites,building websites,neutral
185,415,47ec1b76b7,"  i'll visit ny 'til september, no diggnation for me",i ll visit ny til september no diggnation for me,neutral
186,417,29a2921b23,hangover today,hangover today,neutral
187,418,14f9934b37,I am now Vice President of Social and Cultural Affairs at Southwestern College,i am now vice president of social and cultural affairs at southwestern college,neutral
188,420,124e448e00,aaaaaw i want to live in the USA,aaw i want to live in the usa,neutral
189,423,773c759b75, It's still up the duff boo,it s still up the duff boo,neutral
190,427,3205903aaa,TV time  see yall later! xoxo,tv time see yall later xoxo,neutral
191,428,7892df6e65, yupp t's better than people being rude to her  x,yupp t s better than people being rude to her,neutral
192,431,f8b6df5986,"just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!",just spent the day with bridget and a small thing that got wind and farted a lot oh yeah her baby now slightly broody,neutral
193,434,c999c3d792,low low low low low low low low low.............................,low low low low low low low low low,neutral
194,436,5d31f339a4,getting back from smackdown/ecw show,getting back from show,neutral
195,437,f6b46665e7," no not yet I ate a couple ;) I love Reeces but they are hard to get in NZ, I stock up bigtime in the States",no not yet i ate a couple i love reeces but they are hard to get in nz i stock up bigtime in the states,neutral
196,439,6052dbea51, love you ::hugs:but i'm not seeing anything...wondering if i'm doing something wrong),love you hugs but i m not seeing anything wondering if i m doing something wrong,neutral
197,442,10aad33680, You always catch me away from my computer.  ?,you always catch me away from my computer,neutral
198,443,715e36ee7a, How's the head this morning?,how s the head this morning,neutral
199,446,c4aafdb23b," Good Evening Terri! Have missed you lately, hope life is being good to you. Have a wonderful evening !",good evening terri have missed you lately hope life is being good to you have a wonderful evening,neutral
200,447,028450a3c6,"If you guys would be interested in watching me get tattooed tomorrow, let me know!",if you guys would be interested in watching me get tattooed tomorrow let me know,neutral
201,449,0ba5254ea9,New toys.,new toys,neutral
202,450,caca25b354,Hydro drive abandoned after three miles,hydro drive abandoned after three miles,neutral
203,454,645849b925,Just sittin here waitin for my coffee to be full grown on farm town before going to bed,just sittin here waitin for my coffee to be full grown on farm town before going to bed,neutral
204,455,058d8281ef," The first thing she said means &quot;Your new album is really good&quot; and the second thing, &quot;Don't it's broken&quot;. I am Persian!",the first thing she said means quot your new album is really good quot and the second thing quot do nt it s broken qu,neutral
205,458,47589bb377, here I am!,here i am,neutral
206,461,ca1512100a,i hate my life big time its sooo poop gode i ould cry,i hate my life big time its soo poop gode i ould cry,neutral
207,468,2bf08a606a,This is a joke surely? http://prune.it/WEAt,this is a joke surely,neutral
208,469,99da599014,"recovering from a hard day of homeschooling my dd, chemistry did NOT go well...",recovering from a hard day of homeschooling my dd chemistry did not go well,neutral
209,470,dfbd510b11,: Where did you get a copy? I wanna watch that also.,where did you get a copy i wan na watch that also,neutral
210,473,976eeaa10a,  tell me about it,tell me about it,neutral
211,475,d76ba31ee2, hmmm how bout my boi an me jammin sum john stephens for ya?,hmm how bout my boi an me jammin sum john stephens for ya,neutral
212,476,c6eea72783,Hey  Mia!! Go to bed!!    (deangeloredman live &gt; http://ustre.am/2NlC),hey mia go to bed,neutral
213,477,3692246f06," here btw, this is not a bot",here btw this is not a bot,neutral
214,478,d37296352b,had the lovliest night last night but was ruined by doctors inability to warn me of side effects. back again for more tests.,had the lovliest night last night but was ruined by doctors inability to warn me of side effects back again for more tests,neutral
215,479,54a0f09d92," Oh, I see what you mean. That is true if they are used improperly, which we know they are.",oh i see what you mean that is true if they are used improperly which we know they are,neutral
216,484,764ca7a97b,June gloom seems to have arrived early,june gloom seems to have arrived early,neutral
217,485,84a051fc49,Be my Yoko Ono and follow me wherever I may go !,be my yoko ono and follow me wherever i may go,neutral
218,486,8d2b2b2a31, oh  il probs do wt i do every yaer watch the first one then watch the last couple of weeks lol,oh il probs do wt i do every yaer watch the first one then watch the last couple of weeks lol,neutral
219,487,42c3e658a7,Working on our baseball fundraiser  Get 10% percent off Platium or Diamond wedding package if you let us know you saw us on Twitter!,working on our baseball fundraiser get percent off platium or diamond wedding package if you let us know you saw us on twitter,neutral
220,490,d685b8581a,shows how twitaddicted you can get,shows how twitaddicted you can get,neutral
221,491,10963273b9,Almost lost my phone.,almost lost my phone,neutral
222,493,876cd15514, Bryan hasn't replied about wingnuts,bryan has nt replied about wingnuts,neutral
223,496,3ec3a0b335, that'll do it too,that ll do it too,neutral
224,497,cbd651cec8,Happy its the weekend...LOVE has knocked me down ya'll!!!,happy its the weekend love has knocked me down ya ll,neutral
225,499,4cfb203834,just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way!,just finished emergency by neil strauss another great read neil congrats miss you by the way,neutral
226,501,d307874770, It was on my CNN subscription on Google Reader. I couldn't help but repost it,it was on my cnn subscription on google reader i could nt help but repost it,neutral
227,503,2d813d9258,"I haven't been replying to people because seriously, I haven't refreshed twitter for a while.  Sorry.   Thanks.",i have nt been replying to people because seriously i have nt refreshed twitter for a while sorry thanks,neutral
228,508,702f8e9bbd,writing,writing,neutral
229,509,b12cead655,"just woke up, hopefully going to see the Xmen film today?",just woke up hopefully going to see the xmen film today,neutral
230,512,fc93cbf8e2,i blame you all!  got it??? good :p she better be in good condition 2! &lt;33 night,i blame you all got it good p she better be in good condition lt nig,neutral
231,516,b4d97ce5d0, well sure hope they can do that...,well sure hope they can do that,neutral
232,522,a0414ae0e5,Hearing a surprising news about my bestfriend...where are you sis ? You have to tell me the whole story,hearing a surprising news about my bestfriend where are you sis you have to tell me the whole story,neutral
233,523,397d867c2d,My moms calling hospice 4 great gpa  its only a matter of time only God knows.,my moms calling hospice great gpa its only a matter of time only god knows,neutral
234,524,2e8ba589b3,I am finally on a roll... now time to stop.   Is it weird when you love what you do?,i am finally on a roll now time to stop is it weird when you love what you do,neutral
