,Unnamed: 0,textID,text,selected_text,sentiment
31,31,c63298701b,hello thereeeeeee,hello theree,neutral
32,32,4ce78f6e92, oh he is so cute... is he in uniteddogs.com? Poppy is there,cute,positive
33,33,2838f92a2b,has just joined the twitter community,has just joined the twitter community,neutral
34,34,9dd2edd0fd,"i'm actually starting to quite like lily allen and her music, to be honest.",o quite like lily allen and her music to be honest,positive
35,35,d86eaa0487, what Brody how dare u,what brody how dare u,negative
36,36,2756df3899,I feel useless I don't know what to do right now. I'm so bored,useless,negative
37,37,daadcab8af,I'm sooo HAPPY Demi's back on twitter!,i m soo happy de,positive
38,38,2334cae701,kate is leaving me all by my lonesome,lonesome,negative
39,39,89fc963188,I was rooting for Betty.,i was rooting for betty,neutral
40,40,ebe46589f3, That would be most welcome,that would be most welcome,positive
41,41,7f0c862bad,Why do weddings on TV make me cry? Is it just my inner desire to be eternally happy and start the rest of my life??,happy,positive
42,42,b63f6f0bf9,Is hungry with a sub,is hungry with a sub,neutral
43,43,118850b843,I lost a follower  oh well probably one of those mute ones anyway.,lost,negative
44,44,2d5648ba3c, i see you there,i see you there,neutral
45,45,ad6c3de0ae, saying goodbye to something familiar never becomes familiar,never becomes familiar,negative
46,46,791449f114,I can't comment directly to someone...... and I'm here all alone,i ca nt comment directly to someone and i m here all alone,neutral
47,47,4f26fc0981," aw, that's cute",aw that s cute,positive
48,48,95c725edb6,"Just got back in, and I'm absolutely exhausted, have to be up in 5 hours for work",i m absolutely exhausted,negative
49,49,fe98872319, I saw them a few on this tour a few months ago in Boston. So good! Glad you finally got to see them,so good glad you finally got to see them,positive
50,50,5498496af0,"after 4 years of trying, my cat today figured out how to open the under-the-sink cupboard.  time for a target run to buy safety locks",after years of trying my cat today figured out how to open the underthesink cupboard time for a target run to buy safety locks,neutral
51,51,d11234ed68,Heading to the U of Utah hospital. Have a great day everyone,have a great day everyone,positive
52,52,e6dedf3aad,my dog ran awayyy,my dog ran awayy,negative
53,53,556f187ce7," omggg, how were the &quot;crazy cobras&quot; i wantewd to see them when they were in London",omgg how were the quot crazy cobras quot i wantewd to see them when they were,neutral
54,54,0bc6d79c40,Today seems like it should be a good day! Even though my fuel pump is going out on my car  *~xoxo~*,today seems like it should be a good day,positive
55,55,384c73b996,It's Raining!,it s raining,neutral
56,56,e41986b2d9,is missing someone.. haayy..  http://plurk.com/p/x2avn,is missing someone,negative
57,57,3440297f8b," S'ok, trying to plot alternatives as we speak *sigh*",sigh,negative
58,58,f09c712326,"Hot ****, I'm at **** Disneyland!",hot,negative
59,59,acdea0cf39,"Just figured out why only strong guys are supposed to put heavy things on top shelves, ouch!",ouch,negative
60,60,675bb05b9d,Im @ the dentist  ....scary people here...,scary,negative
61,61,97bc17f4b4,waiting for my mom to get home,waiting for my mom to get home,neutral
62,62,0338930089,so most kids love my dark hair some say that I dye it too much and they never know what color its going to be  yea me hahahahaha,love,positive
63,63,07836035cd,damm i feel like the song of dead and gone by Travis Garland,damm,negative
64,64,dfc5afdab4,UGH... I am soooo drag assing today  but on a brighter note I got my G1 update &amp; it is the biznesssss!,ugh i am soo drag assing today but on a brighter note i got my g1 update amp it is the bizness,neutral
65,65,b5167d5a96,Feels like im going to cough up a lung,feels like im going to cough up a lung,negative
66,66,060d8bb5d5," actually, I wish I was back in Tahoe.  I miss it there.",i miss it there,negative
67,67,3d37d0aa09, sounds like you've had a nice weekend lady!,nice,positive
68,68,021e4d7fd7, See you on may 16!!,see you on may,neutral
69,69,4ffb09c454,"_hall no  i was gutted when he wasn't. lmao. i think i'm obsessed with him, bahaha.",hall no i was gutted when he was nt lmao i think i m obsessed with him bahaha,positive
70,70,f29df52d91, I want to know when the auditions are Mander! Text or...reply please!,i want to know when the auditions are mander text or reply please,neutral
71,71,196107983d, I'll stop by for a bit when I'm off.  But have to rush to rehearsal - no quiet for me tonight.,i ll stop by for a bit when i m off but have to rush to rehearsal no quiet for me tonight,neutral
72,72,2f2542a3c2,"Whoa, I didn't mean to sleep for more than an hour",whoa i did nt mean to sleep for more than an hour,neutral
73,73,134b4e3267,In bed after a good last saturday in ec. I'm gonna miss this place but can't wait til summer,in bed after a good last saturday in ec i m gon na miss this place but ca nt wait til summer,negative
74,74,5ac1a82457, Is the Bee to Busy to talk to his buddy on Yahoo?,is the bee to busy to talk to his buddy on yahoo,neutral
75,75,aaee08f683,I need followers!!!,i need followers,neutral
76,76,ba5468c0c3,Im on my way to brookings,im on my way to brookings,neutral
77,77,269e7185cb,_44 Thanks!! It was a bit out of my comfort zone but it was fun,thanks it was a bit out of my comfort zone but it was fun,neutral
78,78,193909d380,"there are many jobs I aspire to, supervisor is not one of them  talk about too much stress for too little pay",stress,negative
79,79,ba8aa5e888,is watching the canucks,is watching the canucks,neutral
80,80,b4d9e63784, Thats ok...ur a good person + My Idol soo good people deserve sum good comments..hows the weather ova der --London is cold,good person,positive
81,81,dfeadc340d,"blerg, **** you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost",blerg you monday why must you always come decent weekend new glasses hair color and got carded at gamestop awesome ego boost,neutral
82,82,f4f97d8289,In children's hospital ER hoping Meredith does NOT have a broken elbow/arm,hoping,positive
83,83,b2fed31eb7,gprof problem on Mac  why ??,gprof problem on mac why,neutral
84,84,6903cb08f2, Nice to see you tweeting!  It's Sunday 10th May and we're celebrating Mother's Day here today. So be nice to yer Mom,e nice,positive
85,85,7a0f49dddd, Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?,how exciting,positive
86,86,b2986c944a,"done with the fkn exam! n just bought the mothers day gift, finally... tada! the new prada fragrance  going to meet up mum n fam now : ...",done with the fkn exam n just bought the mothers day gift finally tada the new prada fragrance going to meet up mum n fam now,neutral
87,87,653cf8e5a6,just got home from a partyyyy. had a good time. can't wait for my birthday in 7 days!,had a good time,positive
88,88,514174445d,Goodnight Beautiful world  sweet dreams. olive juice!,goodnight beautiful world sweet dreams olive juice,positive
89,89,88c05add09,_Gamefan Thanks  I love &quot;Misery Business&quot;; Paramore is such a great band!,love,positive
90,90,eaa0b85855,Yay for St Louis traffic,yay for st louis traffic,neutral
91,91,ab56747ae1, I have to pee.,i have to pee,neutral
92,92,b57188597f,  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy&lt;3 love that dog,hhahaa its well strange just woke up to an empty house ahah lollyy lt love th,neutral
93,93,7e4579c8f9, awesome! I am at 1505 west lake street: right across from the dunn brothers on lake,awesome,positive
94,94,f20fecf55e, i got followed by one that says she doesn't talk to &quot;god people&quot;-i wonder if she talks to &quot;goddess people?&quot;,i got followed by one that says she does nt talk to quot god people quot i wonder if she talks to quot god,neutral
95,95,f6ca88db6f, http://twitpic.com/66r0u - uh wait...i thought this was the 29th...tonight,uh wait i thought this was the tonight,neutral
96,96,067058825c,"Will this rain ever go away, my puppy is getting cabin fever and she doesn't like going out in the rain",does nt like,negative
97,97,b084bce92a,"Great meeting...lunch on the patio in the sunshine...nothing more perfect  busy day...time for bed, ahhhhh",great meeting,positive
98,98,2ef8bef8cf,&quot;We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet&quot; finding nemo,quot we did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet quot findi,neutral
99,99,aa4412f02c," hey adt, guess what. my princelple's number plate is adtï¿½000 well its not 000, i just dunno the numbers.",hey adt guess what my princelple s number plate is well its not i just dunno the numbers,neutral
100,100,72b1bac82c,Get into me not going. lol at least I didnt get my hopes up,didnt get my hopes up,negative
101,101,ed6d15f0c3, u drink mor than all th #g1freaks put togetha!,u drink mor than all th g1freaks put togetha,neutral
102,102,95457abcc3,FC is finally up again. it's about time. i hate that this keeps happening,i hate that this keeps happening,negative
103,103,b5e14936e1,1st day of work today was a bit tiring but ok lol now onto college work,day of work today was a bit tiring but ok lol now onto college work,neutral
104,104,3491ed5249," Lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day",cute,positive
105,105,7e4adc5a15,does anybody want to throw a baseball around with me?,does anybody want to throw a baseball around with me,neutral
106,106,80b2ebd8dc, HAHAH you know you loved the hannah montana movie  it was aweesome,it was aweesome,positive
107,107,7c1d73feef, And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!,blessings and jo,positive
108,108,50f5c4bba5,upgraded,upgraded,neutral
109,109,478c432e8b, I'm glad you liked it   Want more?,glad,positive
110,110,d5ebca68b1,Done with my drew and jayk handmade gifts now watching old menudo vids,done with my drew and jayk handmade gifts now watching old menudo vids,neutral
111,111,5b09b3204e, Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.,whaat that would seem to be a very powerful spell kind of tips the scale in their favor,neutral
112,112,7c9df630ad,twitter is acting weird,acting weird,negative
113,113,6c923b5e6a, and  there is no top 40 radio station in fresno!,and there is no top radio station in fresno,neutral
114,114,39b506870b, In two months i will have something of the kinf of prom  and i'm really excited! and you haven't any contact to her?,d i m really excited,positive
115,115,ea113179b7,Home Sweet Home by Carrie Underwood makes me sadd,home sweet home by carrie underwood makes me sadd,negative
116,116,c5498a9126,I am not doing much  all well!,i am not doing much all well,negative
117,117,981a241496,oh man had great nap (still alittle tired) having pizza for dinner.,oh man had great nap still alittle tired having pizza for dinner,neutral
118,118,35bd855aa8, your knowledge of X-men is starting to scare me,scare me,negative
119,119,d6a71d9781,"JONAS is awesome! I just watched Groovy Movies  Frankie,, was weird lol",jonas is awesome i just watched groovy movies frankie was weird lol,neutral
120,120,42f8cedeeb,Photo: novusnovendo: EYECANDY + LIVE = like a ****! only he keeps his clothes on  BUT he can take them... http://tumblr.com/x2k1wga72,only he keeps his clothes on but he can take them,neutral
121,121,ffd9503b5c,starting tm alex and i are doing a whole week of no going out and spending money that we dont have.,starting tm alex and i are doing a whole week of no going out and spending money that we dont have,neutral
122,122,117a319a9d,"so bored  Gonna go to the Carnival and get an all day pass tomorrow. Excited for that, but very bored today.",bored,negative
123,123,3e3a0af796," Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.",try being in az again brooke omg you cant even be outside for less than a minute before getting your neck burned,negative
124,124,627b9f89a8,home from taking Nick home - a little lighter in pocket after being flashed by a speed camera,home from taking nick home a little lighter in pocket after being flashed by a speed camera,neutral
125,125,5b236a3218,says she wants to be w/ marykay @ sendai right now,says she wants to be marykay sendai right now,neutral
126,126,f170a8c485,Awesome beer pong party at my house in the yard tonight  going in when the sun is rising is officially B.A.,awesome,positive
127,127,41e35b7e5a, i love electro house,i love electro house,positive
128,128,f4f43f2e83,possessed beyond certainty that she has made the rite decision,she has made the rite decision,positive
129,129,ffd1493f11, gah! no money..... at least not for bakugan,gah,negative
130,130,1f691878d1,I'm drawning in emails,i m drawning in emails,neutral
131,131,43720cae34, physics  the most boring class ever!,t boring,negative
132,132,dd2a3bd5b8, I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,am on here finally and yay seriously that made my day oh fellow hell ruler,neutral
133,133,b3aa6f64d8, lol yep  tell rhonda i said happy mother's day!,d happy mother s day,positive
134,134,3daf2c8f94,"Well, I made the list look better, but I can't do anything about the number pictures, since I already closed that tab.",well i made the list look better but i ca nt do anything about the number pictures since i already closed that tab,neutral
135,135,2460ff68a8,bbq party,bbq party,neutral
136,136,3742bbfaf3,"is upset, I left my phone at home again",is upset,negative
137,137,21560548c9, Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.,sorry to hear about the laptop troubles hope you can get them fixed and the lappy back to norm,neutral
138,138,4f5f302b6d,": Omg! I never got your message so I didn't notice until I was looking back a ways! Sorry, that was a good idea though...lol",omg i never got your message so i did nt notice until i was looking back a ways sorry that was a good idea though lol,neutral
139,139,f5ab6158d8, nvm i just got ur message that ur sick,nvm i just got ur message that ur sick,neutral
140,140,0959262dda, It tells me I'm not a member of the private beta  and I'm not going to just start pretending to assassinate people,it tells me i m not a member of the private beta and i m not going to just start pretending to assassinate people,neutral
141,141,3bfa1312fb,*yaaaawwwwnnnn* thx to bank holiday... let's see what today has prepared for us...,thx to,positive
142,142,a967b74bad,Apparently it's 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?,why the hell did i leave kilkenny,negative
143,143,c1b915d1d5," haha im jewish, i love that one",love,positive
144,144,79a63fea5e,Happy Grey's day everyone! Oh I miss Grey's!!,happy grey s day everyone oh i miss grey s,neutral
145,145,082b083743," Uhhh.. not yet, maybe my DM inbox is just slow. I'll let you know when it shows",slow,negative
146,146,553aac5c32, aww im sorry im home now hope your ok  i love ya wifey &lt;3 ****,aww im sorry,negative
147,147,ce6e842b55,_Dude Very nice. Good night,very nice,positive
148,148,1b8fa17155,Epsilon Greater than Zero misses her Mommy.  http://apps.facebook.com/catbook/profile/view/5626035,misses,negative
149,149,45b0430eb9,http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best,best,positive
150,150,595685ba72,"Right! Into action! Grab a shower, grab my camera and, I think, a walk in the sunshine along the canal. Later, good tweeple",good,positive
151,151,354a5dd44d,http://snipurl.com/hbp3g  Canalway Cavalcade over in 'little venice' near Warwick Avenue - on today too,URL canalway cavalcade over in little venice near warwick avenue on today too,neutral
152,152,ee60f31d77, /drool. I still need to 100% the first one,i still need to the first one,neutral
153,153,32ed03e46d,Eating a dillybar from DQ! Yuuum,yuum,positive
154,154,aa0b50384c,Just got home. :3 Was pleased with Star Trek.,was pleased with star trek,positive
155,155,05e15c27ed,is not sleeping because he has paperwork to do.,is not sleeping because he has paperwork to do,neutral
156,156,b55e8b3e2e, I'm having the same problem,problem,negative
157,157,ac2ec1e085,  Hope you have a better weekend then..,hope you have a better weekend then,positive
158,158,9a34fcae9a, congrats ya ran,congrats,positive
159,159,514f235153, We don't have either of those here.,we do nt have either of those here,neutral
160,160,d83fc13c67,_aguirre  not going anywhere &amp; when my book finally gets hre It will be cool 2 know wht Butch looks lk..LOL It was going in mail tdy,l be,positive
161,161,c9359dece4, Press 'Ctrl' on bottom right. The underscore for E71 is there.  KY,press ctrl on bottom right the underscore for e71 is there ky,neutral
162,162,1bf0493f22, They don't let the queer boys donate blood.,they do nt let the queer boys donate blood,negative
163,163,f598225c27," LOL she is okay, its just he songs are so catchy they get stuck in my head",its just he songs are so catchy,positive
164,164,6a2ed93ccf," Having a Leatherman, is a MUST, really for anybody! You never know, when you might need one &amp; it gets the job done.",amp it gets the job do,positive
165,165,cc5639a1aa,wishes  would admit she has a new lovah,wishes would admit she has a new lovah,neutral
166,166,d62b284da0, home now and added a few more Grice's to my list,home now and added a few more grice s to my list,neutral
167,167,5cdf99d6de,my body isnt itching anymore,my body isnt itching anymore,positive
168,168,51965dd632,is watching wolverine at last.,is watching wolverine at last,neutral
169,169,638b4c6f8e,Crawling into bed super happy that the Penguins won tonight,happy,positive
170,170,c3a417a9c8," It's good they're realistic, but I still don't like thinking about it!!!",it s good they re realistic but i still do nt like thinking about it,neutral
171,171,24a90722b0,saying goodbye to my parents at the airport.  it was great having them around.,it was great,positive
172,172,28b57f3990,http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,URL some shameless plugging for the best rangers forum on earth,neutral
173,173,1f03b34f07,Come See Me Live On Stickam  http://www.stickam.com/valentine_rock,come see me live on stickam,neutral
174,174,9d4b1e13a3,_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi,i know seems that the whole fabric of our earth will now unravel lol i guess people have never seen bambi,neutral
175,175,5296a3c4b9,"uploading photos.   (on: Facebook, &amp; Friendster... Myspace later.)",uploading photos on facebook amp friendster myspace lat,neutral
176,176,4ac0d18d0b," MISS YOU, TOO!",miss,negative
177,177,5733c8453b,"Sasha's helped too, of course",sasha s helped too of course,neutral
178,178,ef2ab041f3,  Is there going to be any more TAI TV? Ah I hope so,is there going to be any more tai tv ah i hope so,neutral
179,179,5696b71af0,"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",now relaxed and well rested,positive
180,180,153ca0e3c3,"Thinking about Con Law, fighting a headache, &amp; Paying bills...",thinking about con law fighting a headache amp paying bills,neutral
181,181,74be5dc362,So slpy 2day  zzzz,so slpy zz,neutral
182,182,c2a17084e9, l'm on 3 days too matt. No fun this weekend.,no fun,negative
183,183,c84d50ca46,FINALLY DONE WITH MY PROJECT !  now its 3:12 am  haha goodnights ! &lt;3,finally done with my project now its am haha goodnights lt,positive
184,184,830a6e2155,"  I've had that before...sometimes, they turn into other things; felt is very forgiving. Remould? Cut up and re-form?",y forgiving,positive
185,185,d49d68f107, Indeed I did get your song however am unable to listen.,indeed i did get your song however am unable to listen,neutral
186,186,88bc831803," O: aw, frank  i like that movie, it's cool. i don't fully understand, but i think that's cool (:",o aw frank i like that movie it s cool i do nt fully understand but i think that s cool,neutral
187,187,cadd44e0ed,"Ok, sending me messages asking to set my blog live won't work (linked to my developing website)! Take a tip from  and be patient!",ok sending me messages asking to set my blog live wo nt work linked to my developing website take a tip from and be patient,neutral
188,188,4c45541bc8,"Hey, thanks for the follow, wow this is exciting a new tweet.",hey thanks for the follow wow this is exciting a new tweet,positive
189,189,60d6a5323c,"Cool music collection, can be used for non-intrusive background music - music from keygens!   http://www.keygenmusic.net",cool music collection,positive
190,190,195157e55e,is needing to make a new video,is needing to make a new video,neutral
191,191,9ebf0fdde7, how about a new article on finding your YouTube channel stats in your Google Analytics account? Can't find it,how about a new article on finding your youtube channel stats in your google analytics account ca nt find it,neutral
192,192,e4944a82ed," let me guess ... ran a few miles?  Respect dude, I can't do it.  Maybe you should train me",respect,positive
193,193,a9e196f603, http://twitpic.com/67uc7 - can you lend me one? I have a cold too,cold,negative
194,194,50d0e7989b,Just finished The Minish Cap. It's a great game! I'll miss Ezlo and Link.,great,positive
195,195,7f63c04f61,GIVE A HATER A Hug ? Why would you do that? I don't like mwean people,i do nt like,negative
196,196,2bf4730761,"Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!",i am sleeppyy,negative
197,197,d8514244b8,"Uh. Finally home, but completely wiped.",wiped,negative
198,198,f83bd50949,Traffic is horrific on 695..I jus wanna gt my dog,horrific,negative
199,199,5b8b35f370,"http://twitpic.com/4jkea -  now has 10,000 followers! Congrats!",congrats,positive
200,200,a71b1569d0,"mmm, just had the best delicious chocolate pancakes for tea break. oh thank God for HERHSEY'S Chocolate Syrup!",delicious,positive
201,201,6b3c07bec3,is back from a weekend get away,is back from a weekend get away,neutral
202,202,160666a35d,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents",accidents,negative
203,203,67b41c2332,Ugh!! Why isn't inFamous on xbox360!!!?? **** lame.. Its only on PS3..,lame,negative
204,204,7fda0ae9c3,should have started working on this lecture MUCH earlier  using tag clouds from google news to explain basics of content analysis...,should have started working on this lecture much earlier using tag clouds from google news to explain basics of content analysis,neutral
205,205,a452d71fc8, nope,nope,neutral
206,206,b5a8bbb329, It's because we're right,it s because we re right,neutral
207,207,886e67eee9,It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take 'em? #R2IMT,fault,negative
208,208,1a969de34e,":o Wow only just found out new xbox is called xbox720 , how did i not no im a geek ...",o wow only just found out new xbox is called xbox720 how did i not no im a geek,neutral
209,209,0068b3323c,_lavish i told diamond to follow you. and why u aitn share the starburst,i told diamond to follow you and why u aitn share the starburst,neutral
210,210,022ea32026,well - that blows.  Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching!  Love u guys,well that blows sorry to cut it short it wont work for me i didnt get to say bye so goodnight guys thx for watching love u guys,neutral
211,211,28d757d511,no one calls me anymore,no one calls me anymore,negative
212,212,e48b0b8a23,Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job.  Can't wait to have a dragon pet,interesting,positive
213,213,853357e610," Pigs catching Swine Flu and Avian Flu, risking the development of Flying Pig Flu? Awesomely funny",pigs catching swine flu and avian flu risking the development of flying pig flu awesomely funny,neutral
214,214,1a43a95aae, The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web. Example http://u.nu/7y68,the portuguese national library could use it also right now they seem to be in a ca web,neutral
215,215,7be41c3b89,_0robertpatt Why do they do that?!,why do they do that,neutral
216,216,96c5b4862c,listening to a new Stolen Sheep record,listening to a new stolen sheep record,neutral
217,217,914e57e54b, **** it! Must be Morrisons then,it,negative
218,218,d86d952596,"They had a site, then a blog, now they have the worst zoning/concept of the year - Heaven.fr, tell meh it's a fake",they had a site then a blog now they have the worst of the year heaven.fr tell meh it s a fake,negative
219,219,d4ff0ef413,Off to church now...,off to church now,neutral
220,220,9733f971b5, May the fourth be with you,may the fourth be with you,neutral
221,221,b804b59377, that is sickening... Just shoot at will? Smh... Prayers for his family...,that is sickening,negative
222,222,712655373b, that's great!,great,positive
223,223,c709b6fc20, Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria,great job with a great character,positive
224,224,4d8925a0a9,": Geez, a cool man like him be the villains. Too bad",geez a cool man like him be the villains too bad,neutral
225,225,05d193f85b, YEAY!. haha. thank you so much jiah,yeay haha thank you,positive
226,226,4d5ae57550, You can find more info on getonu2.com We hope to launch the project this week. Then we'll really need some help to release it!,you can find more info on getonu2.com we hope to launch the project this week then we ll really need some help to release it,neutral
227,227,4023c3b9a4," Hey babe, nothing much tryin to see what imma do at work today lol, look like the load isnt so bad.",y lol look like the load isnt so bad,positive
228,228,733d30d2f7,Haha. It's pretty good  they're making something with chicken  yum!,good,positive
229,229,9fb3b62571,good morning people !! in good old germany is it soooo cold,good,positive
230,230,8510aebf67, i agree,i agree,positive
231,231,5eb0846f97,homework on a friday night...lame,lame,negative
232,232,55ee97cf53,installed the new modem which is meant to run 5 times faster than the old one and its slower  what the hell? gah slow internet kills me,slower,negative
233,233,1bbf83b0ce,"Good am all..: hanging out with ma dad 2day, looking for a job still..",good am all,positive
234,234,abb52e9f44,Gudluck to   !!,gudluck,positive
235,235,cb60a0d946,"It's called communifuckingcation.....learn it, know it, do it. These stupid **** people!",these stupid people,negative
236,236,8364aae5e9, Ciara was great at SNL..Kim...you were mentioned on SNL tonight..Justin T was really good also,great,positive
237,237,92a6b5016a,food...food...FOOD!,food food food,neutral
238,238,7c84a517b3, Thanks  Will Do,thanks,positive
239,239,76ccb733b0,I fall asleep and didnt get to see the jonas brothers web cast  ... Still tierd,tierd,negative
240,240,503063f77e,Can not afford the DR this year. I just can't pull it off this time.,can not afford the dr this year i just ca nt pull it off this time,neutral
241,241,a3f0f1bd6f," I'm having elevated error rates... StreamKeys not found, and then connection problems. Server migration isn't easy, huh  ?",i m having elevated error rates streamkeys not found and then connection problems server migration is nt easy huh,neutral
242,242,086a1d96ed,I need to play inFamous... Where's a free Blockbuster rental coupon when you need one? I miss that Coke Reward,i miss,negative
243,243,5d5178af59," You can get into Canada, but I can't?  WTF!!!   (Seriously, I'm not allowed to cross the border!)",ly i m not allowed to cross the borde,negative
244,244,85a656ef9f,will be doing all the chores just for her mama,will be doing all the chores just for her mama,neutral
245,245,43e658a79f," well, the requirements are quite high as well",well the requirements are quite high as well,neutral
246,246,01b2476dd7,going to bed its late and I have headache,headache,negative
247,247,b2a8d75ab9,Awwwwwww holly,aww holly,neutral
248,248,693694da22,enjoying and exploring my n96 phone.. grr.. it's awesome.. but i wanted the samsung omnia..,it s awesome,positive
249,249,d486d0ebdc," my pleasure, its a great recipe",pleasure,positive
250,250,98bfec52ab," yay, you get to ride on the tow truck. How cool is that?",yay you get to ride on the tow truck how cool is that,neutral
251,251,9abdd004ac, yeah i did  i remember it na....... i did watch it before ),yeah i did i remember it na i did watch it before,neutral
252,252,0ce534f141, I've thought about it several times . got a few good friends there!,good,positive
253,253,9ae78ce646," ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing &amp; not clunky. -just a few!",ease of use better camera syncs smaller i looked at storm more eyeappealing amp not clunky just a fe,neutral
254,254,66c07f97ef,"is predicting a heavyweight battle between Lakers and Cleveland on the Finals! Well, hopefully! *crosses his fingers*",well hopefully,positive
255,255,7cf5408afa, Bro. Martin!! I need you to repent!! Pam said we were going to get to meet you last wknd...,o repent,negative
256,256,d88ca29383,_watkins Oh my gosh ian i always miss you when your on,miss,negative
257,257,a38bf809b0, LIKE DREW SAID &quot;GIVE TC A CHANCE&quot; WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,t we,negative
