,frequency,presence,idf,tf-idf
ca nt figure out,3,1.0,9.267063775017041,27.80119132505112
feel like i m,3,1.0,9.267063775017041,27.80119132505112
want it to be,3,1.0,9.267063775017041,27.80119132505112
nt want to be,3,1.0,9.267063775017041,27.80119132505112
m going to miss,3,2.0,8.861598666908876,26.584796000726627
it s not working,3,1.0,9.267063775017041,27.80119132505112
i have a headache,3,1.0,9.267063775017041,27.80119132505112
a bit of a,3,1.0,9.267063775017041,27.80119132505112
i have no money,3,1.0,9.267063775017041,27.80119132505112
i do nt really,3,1.0,9.267063775017041,27.80119132505112
nt wan na go,3,1.0,9.267063775017041,27.80119132505112
ca nt go to,3,1.0,9.267063775017041,27.80119132505112
did nt get to,3,1.0,9.267063775017041,27.80119132505112
i really do nt,3,1.0,9.267063775017041,27.80119132505112
one will go with,3,1.0,9.267063775017041,27.80119132505112
do nt think that,3,1.0,9.267063775017041,27.80119132505112
nt think i m,3,1.0,9.267063775017041,27.80119132505112
i think it s,3,1.0,9.267063775017041,27.80119132505112
nt know if i,3,1.0,9.267063775017041,27.80119132505112
why ca nt i,3,1.0,9.267063775017041,27.80119132505112
i need a hug,3,1.0,9.267063775017041,27.80119132505112
i know it s,3,1.0,9.267063775017041,27.80119132505112
i ca nt have,3,1.0,9.267063775017041,27.80119132505112
do nt like this,3,1.0,9.267063775017041,27.80119132505112
it s so hard,3,1.0,9.267063775017041,27.80119132505112
i do nt get,3,1.0,9.267063775017041,27.80119132505112
m so sorry i,3,1.0,9.267063775017041,27.80119132505112
not a good day,3,1.0,9.267063775017041,27.80119132505112
wont let me vote,3,1.0,9.267063775017041,27.80119132505112
that makes me sad,3,1.0,9.267063775017041,27.80119132505112
i dont like it,3,1.0,9.267063775017041,27.80119132505112
go back to sleep,3,1.0,9.267063775017041,27.80119132505112
no one will go,3,1.0,9.267063775017041,27.80119132505112
i feel really bad,3,1.0,9.267063775017041,27.80119132505112
we ll miss you,3,1.0,9.267063775017041,27.80119132505112
have nothing to do,3,1.0,9.267063775017041,27.80119132505112
do nt like the,3,1.0,9.267063775017041,27.80119132505112
i ca nt get,3,1.0,9.267063775017041,27.80119132505112
i have been sick,2,1.0,9.267063775017041,18.534127550034082
i no longer have,2,1.0,9.267063775017041,18.534127550034082
nt the same without,2,1.0,9.267063775017041,18.534127550034082
i feel so bad,2,1.0,9.267063775017041,18.534127550034082
i m only a,2,1.0,9.267063775017041,18.534127550034082
i hate screaming children,2,1.0,9.267063775017041,18.534127550034082
i m not going,2,1.0,9.267063775017041,18.534127550034082
not good for my,2,1.0,9.267063775017041,18.534127550034082
i just wan na,2,1.0,9.267063775017041,18.534127550034082
i m falling apart,2,1.0,9.267063775017041,18.534127550034082
i m very sorry,2,1.0,9.267063775017041,18.534127550034082
going to have to,2,1.0,9.267063775017041,18.534127550034082
s so hard to,2,1.0,9.267063775017041,18.534127550034082
i wont get to,2,1.0,9.267063775017041,18.534127550034082
nt feel so good,2,1.0,9.267063775017041,18.534127550034082
i cant be sick,2,1.0,9.267063775017041,18.534127550034082
sorry i missed you,2,1.0,9.267063775017041,18.534127550034082
missing tennessee alot today,2,1.0,9.267063775017041,18.534127550034082
one to play with,2,1.0,9.267063775017041,18.534127550034082
i m so sick,2,1.0,9.267063775017041,18.534127550034082
i feel like my,2,3.0,8.573916594457096,17.14783318891419
i just do nt,2,1.0,9.267063775017041,18.534127550034082
i do nt even,2,1.0,9.267063775017041,18.534127550034082
did nt get the,2,1.0,9.267063775017041,18.534127550034082
i missed a lot,2,1.0,9.267063775017041,18.534127550034082
do nt have a,2,1.0,9.267063775017041,18.534127550034082
all of a sudden,2,1.0,9.267063775017041,18.534127550034082
on my way to,2,1.0,9.267063775017041,18.534127550034082
in a car wreck,2,1.0,9.267063775017041,18.534127550034082
had a horrible dream,2,1.0,9.267063775017041,18.534127550034082
today and i feel,2,1.0,9.267063775017041,18.534127550034082
i really miss my,2,1.0,9.267063775017041,18.534127550034082
in the middle of,2,1.0,9.267063775017041,18.534127550034082
wish i had a,2,1.0,9.267063775017041,18.534127550034082
now i feel sick,2,1.0,9.267063775017041,18.534127550034082
this is not good,2,1.0,9.267063775017041,18.534127550034082
ca nt believe it,2,1.0,9.267063775017041,18.534127550034082
i was gon na,2,1.0,9.267063775017041,18.534127550034082
work so little time,2,1.0,9.267063775017041,18.534127550034082
but i cant go,2,2.0,8.861598666908876,17.72319733381775
does nt love me,2,1.0,9.267063775017041,18.534127550034082
wont get to see,2,1.0,9.267063775017041,18.534127550034082
get out of bed,2,1.0,9.267063775017041,18.534127550034082
no one to go,2,1.0,9.267063775017041,18.534127550034082
i m not a,2,1.0,9.267063775017041,18.534127550034082
nt get back to,2,1.0,9.267063775017041,18.534127550034082
not feeling so well,2,1.0,9.267063775017041,18.534127550034082
i ve missed you,2,1.0,9.267063775017041,18.534127550034082
so much to do,2,1.0,9.267063775017041,18.534127550034082
did nt want to,2,1.0,9.267063775017041,18.534127550034082
i dont feel good,2,1.0,9.267063775017041,18.534127550034082
m sorry to hear,2,1.0,9.267063775017041,18.534127550034082
ca nt take the,2,1.0,9.267063775017041,18.534127550034082
this is not a,2,1.0,9.267063775017041,18.534127550034082
i m sorry you,2,3.0,8.573916594457096,17.14783318891419
miss my best friend,2,1.0,9.267063775017041,18.534127550034082
forward to going back,2,1.0,9.267063775017041,18.534127550034082
day at the office,2,1.0,9.267063775017041,18.534127550034082
if you do nt,2,1.0,9.267063775017041,18.534127550034082
and i do nt,2,1.0,9.267063775017041,18.534127550034082
m gon na cry,2,1.0,9.267063775017041,18.534127550034082
hate it i hate,2,1.0,9.267063775017041,18.534127550034082
this makes me sad,2,1.0,9.267063775017041,18.534127550034082
to going back to,2,1.0,9.267063775017041,18.534127550034082
for a long time,2,1.0,9.267063775017041,18.534127550034082
that s just not,2,1.0,9.267063775017041,18.534127550034082
wan na go to,2,1.0,9.267063775017041,18.534127550034082
ca nt make it,2,1.0,9.267063775017041,18.534127550034082
no one wants to,2,1.0,9.267063775017041,18.534127550034082
ca nt go back,2,1.0,9.267063775017041,18.534127550034082
it i hate it,2,1.0,9.267063775017041,18.534127550034082
get to go to,2,1.0,9.267063775017041,18.534127550034082
gon na miss you,2,1.0,9.267063775017041,18.534127550034082
my chick wont shut,2,1.0,9.267063775017041,18.534127550034082
ugh i ca nt,2,1.0,9.267063775017041,18.534127550034082
i feel like a,2,1.0,9.267063775017041,18.534127550034082
do nt know how,2,1.0,9.267063775017041,18.534127550034082
i hate my life,2,1.0,9.267063775017041,18.534127550034082
is going to be,2,1.0,9.267063775017041,18.534127550034082
i wan na go,2,1.0,9.267063775017041,18.534127550034082
saying that i m,2,1.0,9.267063775017041,18.534127550034082
feel so bad for,2,1.0,9.267063775017041,18.534127550034082
ll miss you too,2,6.0,8.014300806521673,16.028601613043346
no one loves me,2,1.0,9.267063775017041,18.534127550034082
aww i m sorry,2,1.0,9.267063775017041,18.534127550034082
i m not in,2,1.0,9.267063775017041,18.534127550034082
is going to happen,2,1.0,9.267063775017041,18.534127550034082
dont want to go,2,1.0,9.267063775017041,18.534127550034082
i wo nt be,2,1.0,9.267063775017041,18.534127550034082
ca nt have any,2,1.0,9.267063775017041,18.534127550034082
in front of my,2,1.0,9.267063775017041,18.534127550034082
i m sorry to,2,3.0,8.573916594457096,17.14783318891419
dont wan na go,2,1.0,9.267063775017041,18.534127550034082
i wish i did,2,1.0,9.267063775017041,18.534127550034082
i ca nt stand,2,1.0,9.267063775017041,18.534127550034082
really wan na go,2,1.0,9.267063775017041,18.534127550034082
i want to cry,2,1.0,9.267063775017041,18.534127550034082
i do nt care,2,1.0,9.267063775017041,18.534127550034082
much work so little,2,1.0,9.267063775017041,18.534127550034082
do not feel good,2,1.0,9.267063775017041,18.534127550034082
died in a car,2,1.0,9.267063775017041,18.534127550034082
think im getting sick,2,1.0,9.267063775017041,18.534127550034082
is being stupid and,2,1.0,9.267063775017041,18.534127550034082
have no one to,2,1.0,9.267063775017041,18.534127550034082
for an entire day,2,1.0,9.267063775017041,18.534127550034082
know if i ll,2,1.0,9.267063775017041,18.534127550034082
i miss you so,2,1.0,9.267063775017041,18.534127550034082
makes me wan na,2,1.0,9.267063775017041,18.534127550034082
is not a good,2,1.0,9.267063775017041,18.534127550034082
im missing tennessee alot,2,1.0,9.267063775017041,18.534127550034082
i m feeling so,2,9.0,7.6576258625829405,15.315251725165881
ca nt wait to,2,1.0,9.267063775017041,18.534127550034082
the sun is not,2,14.0,7.252160754474776,14.504321508949552
is made of fail,2,1.0,9.267063775017041,18.534127550034082
miss you so much,2,1.0,9.267063775017041,18.534127550034082
i feel bad for,2,1.0,9.267063775017041,18.534127550034082
i ca nt figure,2,1.0,9.267063775017041,18.534127550034082
to make me cry,2,3.0,8.573916594457096,17.14783318891419
it s no fun,2,1.0,9.267063775017041,18.534127550034082
i ca nt breathe,2,2.0,8.861598666908876,17.72319733381775
m not in the,2,1.0,9.267063775017041,18.534127550034082
nt think i ll,2,1.0,9.267063775017041,18.534127550034082
does nt like me,2,1.0,9.267063775017041,18.534127550034082
going to be a,2,1.0,9.267063775017041,18.534127550034082
ll have to wait,2,1.0,9.267063775017041,18.534127550034082
not a fan of,2,1.0,9.267063775017041,18.534127550034082
no longer have a,2,1.0,9.267063775017041,18.534127550034082
i hate it when,2,1.0,9.267063775017041,18.534127550034082
why the hell is,2,1.0,9.267063775017041,18.534127550034082
i feel so left,2,1.0,9.267063775017041,18.534127550034082
i do nt see,2,1.0,9.267063775017041,18.534127550034082
i m a little,2,1.0,9.267063775017041,18.534127550034082
but it s not,2,1.0,9.267063775017041,18.534127550034082
i ca nt take,2,1.0,9.267063775017041,18.534127550034082
that i have to,2,1.0,9.267063775017041,18.534127550034082
so hard to get,2,1.0,9.267063775017041,18.534127550034082
too much of a,2,1.0,9.267063775017041,18.534127550034082
not as good as,2,1.0,9.267063775017041,18.534127550034082
ca nt believe they,2,1.0,9.267063775017041,18.534127550034082
to go to work,2,2.0,8.861598666908876,17.72319733381775
bored out of my,2,1.0,9.267063775017041,18.534127550034082
i have nt had,2,1.0,9.267063775017041,18.534127550034082
not feeling very well,2,1.0,9.267063775017041,18.534127550034082
i m so hungry,2,1.0,9.267063775017041,18.534127550034082
do nt think the,2,1.0,9.267063775017041,18.534127550034082
myself out of bed,2,1.0,9.267063775017041,18.534127550034082
feel like i have,2,1.0,9.267063775017041,18.534127550034082
nt think i am,2,1.0,9.267063775017041,18.534127550034082
but i have a,2,1.0,9.267063775017041,18.534127550034082
chick wont shut up,2,1.0,9.267063775017041,18.534127550034082
i feel like crying,2,1.0,9.267063775017041,18.534127550034082
is going to suck,2,1.0,9.267063775017041,18.534127550034082
how much i miss,2,1.0,9.267063775017041,18.534127550034082
i think im getting,2,1.0,9.267063775017041,18.534127550034082
not making good time,2,1.0,9.267063775017041,18.534127550034082
i didnt get the,2,1.0,9.267063775017041,18.534127550034082
was nt a good,2,1.0,9.267063775017041,18.534127550034082
get back to sleep,2,1.0,9.267063775017041,18.534127550034082
i hate it i,2,1.0,9.267063775017041,18.534127550034082
looking forward to going,2,1.0,9.267063775017041,18.534127550034082
i know i m,2,1.0,9.267063775017041,18.534127550034082
nt feel well at,2,1.0,9.267063775017041,18.534127550034082
so i ca nt,2,1.0,9.267063775017041,18.534127550034082
i ca nt find,2,1.0,9.267063775017041,18.534127550034082
want to go to,2,1.0,9.267063775017041,18.534127550034082
nt been able to,2,1.0,9.267063775017041,18.534127550034082
think i m going,2,1.0,9.267063775017041,18.534127550034082
ca nt find anything,2,1.0,9.267063775017041,18.534127550034082
out of my mind,2,1.0,9.267063775017041,18.534127550034082
long day at the,2,1.0,9.267063775017041,18.534127550034082
but i do nt,2,1.0,9.267063775017041,18.534127550034082
really do nt like,2,1.0,9.267063775017041,18.534127550034082
nt want to work,2,2.0,8.861598666908876,17.72319733381775
am going to cry,2,1.0,9.267063775017041,18.534127550034082
i hate the rain,2,1.0,9.267063775017041,18.534127550034082
do nt have any,2,1.0,9.267063775017041,18.534127550034082
pretty sure i m,2,1.0,9.267063775017041,18.534127550034082
m not going to,2,1.0,9.267063775017041,18.534127550034082
i ca nt seem,2,1.0,9.267063775017041,18.534127550034082
that s not good,2,1.0,9.267063775017041,18.534127550034082
ca nt believe i,2,1.0,9.267063775017041,18.534127550034082
do you hate me,2,1.0,9.267063775017041,18.534127550034082
not feeling too good,2,1.0,9.267063775017041,18.534127550034082
fell down the stairs,2,2.0,8.861598666908876,17.72319733381775
think i am going,2,2.0,8.861598666908876,17.72319733381775
t i ca nt,2,1.0,9.267063775017041,18.534127550034082
nt know what to,2,1.0,9.267063775017041,18.534127550034082
am going to be,2,1.0,9.267063775017041,18.534127550034082
why you never answer,2,1.0,9.267063775017041,18.534127550034082
nt know how to,2,1.0,9.267063775017041,18.534127550034082
it made me sad,2,1.0,9.267063775017041,18.534127550034082
i was too late,2,1.0,9.267063775017041,18.534127550034082
do nt feel so,2,1.0,9.267063775017041,18.534127550034082
i still ca nt,2,1.0,9.267063775017041,18.534127550034082
miss you too much,2,1.0,9.267063775017041,18.534127550034082
ca nt find the,2,1.0,9.267063775017041,18.534127550034082
why do you hate,2,1.0,9.267063775017041,18.534127550034082
have nt been able,2,1.0,9.267063775017041,18.534127550034082
know if i can,2,1.0,9.267063775017041,18.534127550034082
one to go with,2,1.0,9.267063775017041,18.534127550034082
but no one will,2,1.0,9.267063775017041,18.534127550034082
my computer is being,2,1.0,9.267063775017041,18.534127550034082
none of my friends,2,1.0,9.267063775017041,18.534127550034082
want to go home,2,1.0,9.267063775017041,18.534127550034082
it was going to,2,1.0,9.267063775017041,18.534127550034082
no one to play,2,1.0,9.267063775017041,18.534127550034082
the end is nigh,2,3.0,8.573916594457096,17.14783318891419
nt go back to,2,1.0,9.267063775017041,18.534127550034082
it s not going,2,1.0,9.267063775017041,18.534127550034082
wo nt get it,2,1.0,9.267063775017041,18.534127550034082
dont want to be,2,1.0,9.267063775017041,18.534127550034082
you never answer me,2,1.0,9.267063775017041,18.534127550034082
i thought it was,2,1.0,9.267063775017041,18.534127550034082
feel so left out,2,1.0,9.267063775017041,18.534127550034082
feel well at all,2,1.0,9.267063775017041,18.534127550034082
that does nt sound,2,1.0,9.267063775017041,18.534127550034082
it wont let me,2,1.0,9.267063775017041,18.534127550034082
what s wrong with,2,11.0,7.475304305788986,14.950608611577971
nd was in the,1,1.0,9.267063775017041,9.267063775017041
i feel pathetic going,1,1.0,9.267063775017041,9.267063775017041
a debugging session when,1,1.0,9.267063775017041,9.267063775017041
me dead on sofa,1,1.0,9.267063775017041,9.267063775017041
seeing morrissey il just,1,1.0,9.267063775017041,9.267063775017041
i miss my boo,1,1.0,9.267063775017041,9.267063775017041
of flat wavez no,1,1.0,9.267063775017041,9.267063775017041
macbook pro getting so,1,1.0,9.267063775017041,9.267063775017041
not happy at all,1,1.0,9.267063775017041,9.267063775017041
soo tired dont know,1,2.0,8.861598666908876,8.861598666908876
cavity and is experiencing,1,1.0,9.267063775017041,9.267063775017041
is possessed and wo,1,1.0,9.267063775017041,9.267063775017041
does nt save them,1,1.0,9.267063775017041,9.267063775017041
suspended it got cancelled,1,1.0,9.267063775017041,9.267063775017041
died i understand how,1,1.0,9.267063775017041,9.267063775017041
not fare on me,1,1.0,9.267063775017041,9.267063775017041
they wo nt let,1,1.0,9.267063775017041,9.267063775017041
they are but getting,1,1.0,9.267063775017041,9.267063775017041
aint working but the,1,1.0,9.267063775017041,9.267063775017041
though wish i had,1,1.0,9.267063775017041,9.267063775017041
gon na mess this,1,1.0,9.267063775017041,9.267063775017041
even care about nicole,1,1.0,9.267063775017041,9.267063775017041
and feel extremely bloated,1,1.0,9.267063775017041,9.267063775017041
be a strange weekend,1,1.0,9.267063775017041,9.267063775017041
ca nt have it,1,1.0,9.267063775017041,9.267063775017041
is really sad because,1,1.0,9.267063775017041,9.267063775017041
the replies right away,1,1.0,9.267063775017041,9.267063775017041
c that i missed,1,1.0,9.267063775017041,9.267063775017041
movie s worst fate,1,1.0,9.267063775017041,9.267063775017041
hit from that tweet,1,1.0,9.267063775017041,9.267063775017041
sweatshirt and forgot to,1,1.0,9.267063775017041,9.267063775017041
not doin too good,1,1.0,9.267063775017041,9.267063775017041
and lonely at work,1,1.0,9.267063775017041,9.267063775017041
but most of all,1,1.0,9.267063775017041,9.267063775017041
i had earlier in,1,1.0,9.267063775017041,9.267063775017041
m such a fool,1,1.0,9.267063775017041,9.267063775017041
do nt care so,1,1.0,9.267063775017041,9.267063775017041
i miss my babies,1,1.0,9.267063775017041,9.267063775017041
never to charge again,1,1.0,9.267063775017041,9.267063775017041
m dying or something,1,1.0,9.267063775017041,9.267063775017041
work at one sucks,1,1.0,9.267063775017041,9.267063775017041
i m super tired,1,1.0,9.267063775017041,9.267063775017041
i miss tunnocks pi,1,1.0,9.267063775017041,9.267063775017041
i ll ever be,1,1.0,9.267063775017041,9.267063775017041
unfollowed quot you its,1,1.0,9.267063775017041,9.267063775017041
me wide awake i,1,1.0,9.267063775017041,9.267063775017041
working right and my,1,1.0,9.267063775017041,9.267063775017041
delayed responses why is,1,1.0,9.267063775017041,9.267063775017041
is gon na explode,1,1.0,9.267063775017041,9.267063775017041
like a man so,1,1.0,9.267063775017041,9.267063775017041
down inside i kno,1,1.0,9.267063775017041,9.267063775017041
like a ginger kid,1,1.0,9.267063775017041,9.267063775017041
too much homework with,1,1.0,9.267063775017041,9.267063775017041
the people get so,1,1.0,9.267063775017041,9.267063775017041
do nt like u,1,1.0,9.267063775017041,9.267063775017041
b weird without her,1,1.0,9.267063775017041,9.267063775017041
as it was a,1,1.0,9.267063775017041,9.267063775017041
friend told me once,1,1.0,9.267063775017041,9.267063775017041
it s going to,1,1.0,9.267063775017041,9.267063775017041
hate those kinda times,1,1.0,9.267063775017041,9.267063775017041
homework to do today,1,1.0,9.267063775017041,9.267063775017041
m gon na slap,1,1.0,9.267063775017041,9.267063775017041
for being unhappy for,1,1.0,9.267063775017041,9.267063775017041
first in his life,1,1.0,9.267063775017041,9.267063775017041
nose i ca nt,1,1.0,9.267063775017041,9.267063775017041
had slept in more,1,1.0,9.267063775017041,9.267063775017041
was nt it sad,1,1.0,9.267063775017041,9.267063775017041
this week only just,1,1.0,9.267063775017041,9.267063775017041
u do nt play,1,1.0,9.267063775017041,9.267063775017041
come to put my,1,2.0,8.861598666908876,8.861598666908876
is paying for it,1,2.0,8.861598666908876,8.861598666908876
have conjunctivitis in my,1,1.0,9.267063775017041,9.267063775017041
they had no license,1,1.0,9.267063775017041,9.267063775017041
the stanley steemer number,1,1.0,9.267063775017041,9.267063775017041
and down the stairs,1,1.0,9.267063775017041,9.267063775017041
oy im such a,1,1.0,9.267063775017041,9.267063775017041
file that i spent,1,1.0,9.267063775017041,9.267063775017041
saying goodbye to papa,1,1.0,9.267063775017041,9.267063775017041
diet is killing me,1,1.0,9.267063775017041,9.267063775017041
photos on your site,1,4.0,8.350773043142887,8.350773043142887
guys my internet has,1,1.0,9.267063775017041,9.267063775017041
and i freakin miss,1,1.0,9.267063775017041,9.267063775017041
a hick dry county,1,1.0,9.267063775017041,9.267063775017041
i ca nt open,1,1.0,9.267063775017041,9.267063775017041
wish someone was laying,1,1.0,9.267063775017041,9.267063775017041
e it s not,1,1.0,9.267063775017041,9.267063775017041
t you make it,1,1.0,9.267063775017041,9.267063775017041
does nt exist anymore,1,1.0,9.267063775017041,9.267063775017041
a passive agressive note,1,1.0,9.267063775017041,9.267063775017041
nt act like u,1,1.0,9.267063775017041,9.267063775017041
suck when are you,1,1.0,9.267063775017041,9.267063775017041
stuff to do but,1,1.0,9.267063775017041,9.267063775017041
spend the weekend to,1,1.0,9.267063775017041,9.267063775017041
the whole family is,1,1.0,9.267063775017041,9.267063775017041
mom amp now i,1,1.0,9.267063775017041,9.267063775017041
for her out of,1,1.0,9.267063775017041,9.267063775017041
i have to throw,1,1.0,9.267063775017041,9.267063775017041
got erased sry guys,1,1.0,9.267063775017041,9.267063775017041
working again fewer mem,1,1.0,9.267063775017041,9.267063775017041
is my ohio is,1,1.0,9.267063775017041,9.267063775017041
just as easy and,1,1.0,9.267063775017041,9.267063775017041
way of the car,1,1.0,9.267063775017041,9.267063775017041
my grandas house just,1,1.0,9.267063775017041,9.267063775017041
even read the solutions,1,1.0,9.267063775017041,9.267063775017041
what killed me was,1,1.0,9.267063775017041,9.267063775017041
your spam really has,1,1.0,9.267063775017041,9.267063775017041
my right ear s,1,1.0,9.267063775017041,9.267063775017041
with that and supporting,1,1.0,9.267063775017041,9.267063775017041
is not good no,1,1.0,9.267063775017041,9.267063775017041
i am not happy,1,1.0,9.267063775017041,9.267063775017041
so bad these days,1,2.0,8.861598666908876,8.861598666908876
figure out how to,1,1.0,9.267063775017041,9.267063775017041
also excellent for inspiration,1,1.0,9.267063775017041,9.267063775017041
phone dies i will,1,1.0,9.267063775017041,9.267063775017041
placed a bet on,1,1.0,9.267063775017041,9.267063775017041
i have to recover,1,1.0,9.267063775017041,9.267063775017041
guniea pig back to,1,1.0,9.267063775017041,9.267063775017041
is it i ll,1,1.0,9.267063775017041,9.267063775017041
with paying work to,1,1.0,9.267063775017041,9.267063775017041
i might disappoint everyone,1,1.0,9.267063775017041,9.267063775017041
get in my way,1,1.0,9.267063775017041,9.267063775017041
i miss my best,1,1.0,9.267063775017041,9.267063775017041
to the younger bro,1,1.0,9.267063775017041,9.267063775017041
almost gone the world,1,1.0,9.267063775017041,9.267063775017041
to showing how my,1,1.0,9.267063775017041,9.267063775017041
bit of a warning,1,1.0,9.267063775017041,9.267063775017041
ouch burnt my arm,1,1.0,9.267063775017041,9.267063775017041
i m missing the,1,1.0,9.267063775017041,9.267063775017041
i am now sad,1,1.0,9.267063775017041,9.267063775017041
over on his mom,1,1.0,9.267063775017041,9.267063775017041
someone tu cuddle sucks,1,1.0,9.267063775017041,9.267063775017041
nt like the movie,1,1.0,9.267063775017041,9.267063775017041
sadly there ll be,1,1.0,9.267063775017041,9.267063775017041
do nt come jeez,1,1.0,9.267063775017041,9.267063775017041
you guys this morning,1,1.0,9.267063775017041,9.267063775017041
hard time sleeping on,1,1.0,9.267063775017041,9.267063775017041
sucker for the lat,1,1.0,9.267063775017041,9.267063775017041
it is too spicy,1,1.0,9.267063775017041,9.267063775017041
weather is gross outside,1,1.0,9.267063775017041,9.267063775017041
a reply from would,1,1.0,9.267063775017041,9.267063775017041
drowsy from too much,1,1.0,9.267063775017041,9.267063775017041
just try to squeeze,1,1.0,9.267063775017041,9.267063775017041
loads wish i was,1,1.0,9.267063775017041,9.267063775017041
in devon none of,1,1.0,9.267063775017041,9.267063775017041
six flags wicked fun,1,1.0,9.267063775017041,9.267063775017041
mine has been bothering,1,3.0,8.573916594457096,8.573916594457096
i pierced my bottom,1,1.0,9.267063775017041,9.267063775017041
hayfever is drowsy from,1,1.0,9.267063775017041,9.267063775017041
i ll survive the,1,1.0,9.267063775017041,9.267063775017041
she remarkably not so,1,1.0,9.267063775017041,9.267063775017041
happy mums day for,1,1.0,9.267063775017041,9.267063775017041
at for so no,1,2.0,8.861598666908876,8.861598666908876
in the bed boredd,1,1.0,9.267063775017041,9.267063775017041
regarding the groundbreaking production,1,1.0,9.267063775017041,9.267063775017041
and at he was,1,1.0,9.267063775017041,9.267063775017041
hole in my tooth,1,1.0,9.267063775017041,9.267063775017041
i m sorry today,1,2.0,8.861598666908876,8.861598666908876
school is finally over,1,1.0,9.267063775017041,9.267063775017041
i cant see it,1,1.0,9.267063775017041,9.267063775017041
down here in fl,1,1.0,9.267063775017041,9.267063775017041
m not holding much,1,1.0,9.267063775017041,9.267063775017041
doesnt he want me,1,2.0,8.861598666908876,8.861598666908876
so lazy time to,1,1.0,9.267063775017041,9.267063775017041
repairs to my broken,1,1.0,9.267063775017041,9.267063775017041
is annoying what gear,1,1.0,9.267063775017041,9.267063775017041
are you getting into,1,1.0,9.267063775017041,9.267063775017041
insanely cracked screen on,1,1.0,9.267063775017041,9.267063775017041
million people to get,1,1.0,9.267063775017041,9.267063775017041
killed by a combo,1,4.0,8.350773043142887,8.350773043142887
nt do so great,1,1.0,9.267063775017041,9.267063775017041
amp paste tosser piss,1,1.0,9.267063775017041,9.267063775017041
think their disbanding is,1,1.0,9.267063775017041,9.267063775017041
know this is california,1,1.0,9.267063775017041,9.267063775017041
i miss him so,1,1.0,9.267063775017041,9.267063775017041
html version all day,1,1.0,9.267063775017041,9.267063775017041
me out from here,1,5.0,8.168451486348932,8.168451486348932
the time poor angela,1,1.0,9.267063775017041,9.267063775017041
