,Unnamed: 0,textID,text,selected_text,sentiment
30,115,ea113179b7,Home Sweet Home by Carrie Underwood makes me sadd,home sweet home by carrie underwood makes me sadd,negative
31,116,c5498a9126,I am not doing much  all well!,i am not doing much all well,negative
32,118,35bd855aa8, your knowledge of X-men is starting to scare me,scare me,negative
33,122,117a319a9d,"so bored  Gonna go to the Carnival and get an all day pass tomorrow. Excited for that, but very bored today.",bored,negative
34,123,3e3a0af796," Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.",try being in az again brooke omg you cant even be outside for less than a minute before getting your neck burned,negative
35,129,ffd1493f11, gah! no money..... at least not for bakugan,gah,negative
36,131,43720cae34, physics  the most boring class ever!,t boring,negative
37,136,3742bbfaf3,"is upset, I left my phone at home again",is upset,negative
38,142,a967b74bad,Apparently it's 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?,why the hell did i leave kilkenny,negative
39,145,082b083743," Uhhh.. not yet, maybe my DM inbox is just slow. I'll let you know when it shows",slow,negative
40,146,553aac5c32, aww im sorry im home now hope your ok  i love ya wifey &lt;3 ****,aww im sorry,negative
41,148,1b8fa17155,Epsilon Greater than Zero misses her Mommy.  http://apps.facebook.com/catbook/profile/view/5626035,misses,negative
42,156,b55e8b3e2e, I'm having the same problem,problem,negative
43,162,1bf0493f22, They don't let the queer boys donate blood.,they do nt let the queer boys donate blood,negative
44,176,4ac0d18d0b," MISS YOU, TOO!",miss,negative
45,182,c2a17084e9, l'm on 3 days too matt. No fun this weekend.,no fun,negative
46,193,a9e196f603, http://twitpic.com/67uc7 - can you lend me one? I have a cold too,cold,negative
47,195,7f63c04f61,GIVE A HATER A Hug ? Why would you do that? I don't like mwean people,i do nt like,negative
48,196,2bf4730761,"Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!",i am sleeppyy,negative
49,197,d8514244b8,"Uh. Finally home, but completely wiped.",wiped,negative
50,198,f83bd50949,Traffic is horrific on 695..I jus wanna gt my dog,horrific,negative
51,202,160666a35d,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents",accidents,negative
52,203,67b41c2332,Ugh!! Why isn't inFamous on xbox360!!!?? **** lame.. Its only on PS3..,lame,negative
53,207,886e67eee9,It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take 'em? #R2IMT,fault,negative
54,211,28d757d511,no one calls me anymore,no one calls me anymore,negative
55,217,914e57e54b, **** it! Must be Morrisons then,it,negative
56,218,d86d952596,"They had a site, then a blog, now they have the worst zoning/concept of the year - Heaven.fr, tell meh it's a fake",they had a site then a blog now they have the worst of the year heaven.fr tell meh it s a fake,negative
57,221,b804b59377, that is sickening... Just shoot at will? Smh... Prayers for his family...,that is sickening,negative
58,231,5eb0846f97,homework on a friday night...lame,lame,negative
59,232,55ee97cf53,installed the new modem which is meant to run 5 times faster than the old one and its slower  what the hell? gah slow internet kills me,slower,negative
60,235,cb60a0d946,"It's called communifuckingcation.....learn it, know it, do it. These stupid **** people!",these stupid people,negative
61,239,76ccb733b0,I fall asleep and didnt get to see the jonas brothers web cast  ... Still tierd,tierd,negative
62,242,086a1d96ed,I need to play inFamous... Where's a free Blockbuster rental coupon when you need one? I miss that Coke Reward,i miss,negative
63,243,5d5178af59," You can get into Canada, but I can't?  WTF!!!   (Seriously, I'm not allowed to cross the border!)",ly i m not allowed to cross the borde,negative
64,246,01b2476dd7,going to bed its late and I have headache,headache,negative
65,255,7cf5408afa, Bro. Martin!! I need you to repent!! Pam said we were going to get to meet you last wknd...,o repent,negative
66,256,d88ca29383,_watkins Oh my gosh ian i always miss you when your on,miss,negative
67,257,a38bf809b0, LIKE DREW SAID &quot;GIVE TC A CHANCE&quot; WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,t we,negative
68,260,aa20ff7392," I wasn't given an exact date, but it shouldn't be much longer. Please accept our apologies for the inconvenience!",please accept our apologies for the inconvenience,negative
69,262,4fd364c2ba," 140 characters, I find, is rarely enough to elaborate much upon anything.",rarely enough,negative
70,281,c70c228685,They just admitted my grandma to the hospital... Shes my only last one  please pray for her,shes my only last one,negative
71,282,9b0414b040,A Banana and 2 cups of Coffee...Not a so Healthy Breakfast!,not a so healthy,negative
72,283,1b48b4632b, that really sucks - I think I might cry if I skipped over anything important I don't have. Comps are getting to be disposable,sucks,negative
73,287,e5f6ecf00a,went to bed last night with the feeling of a migraine coming and woke up feeling worse.,woke up feeling worse,negative
74,293,08e64c5400,Lucy has an upset tummy and sore leg  http://apps.facebook.com/dogbook/profile/view/182397,upset,negative
75,294,6f3566719e,4am Hubby's alarm-song playing was &quot;Blame it on the Alcohol&quot; Of course I couldn't get back to sleep after cause thinking of Joe on cruise,of course i could nt get back to sleep after cause thinking of joe,negative
76,295,9055095298,ready for the weekend and sad that I have to be at the office again tomorrow morning,sad th,negative
77,297,34755fc11a, I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week,sick,negative
78,303,5a7c476187,I really ain't woth a ****. I can't do anythin right.   What's wrong with me?,what s wrong with me,negative
79,305,c63410a989,NO MORE MSHS!!!!!!!! Gotta go to work...too tired,too tired,negative
80,310,153027be1c, wheres the music mannnn!!?? my inbox is still empty,my inbox is still empty,negative
81,313,4b3fd4ec22,Last day at DMA over!     a million sad faces.,ion,negative
82,315,f8003ffdba,omg i didnt tweet all that much today.... *sadness*,sadness,negative
83,317,96cb55250d, Awww Thatss Well Sad  x,sad,negative
84,319,6f87ac1c3a,Hairdye patch test has just smeared all over my WHITE duvet cover  **** ****. &lt;3,smeared,negative
85,321,8e98e7fc0b,I'm SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i'm alone on maui,i m sad sad sad,negative
86,328,6819873075, **** that is awful... could not believe it at first... so sad,awful,negative
87,332,433d0e9177," lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/",y sadfaced,negative
88,342,93d5d0038c,"Watching NHL playoff Game1 tomorrow night if anyone is interested, and I know that none of you are.",know that none of you are,negative
89,345,8e9885e7d7,Craving munchkins so bad.,bad,negative
90,348,0016bd1dbc,so bored without a camera,bored,negative
91,351,3682658596, NOOOOOOO!!!!!!!!!!!!! why in july? im gonna be back home  NOOOOOOOOOOO!!!!!!!!!,noo,negative
92,353,8a7f47eaeb,UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!,hurt so badly,negative
93,354,0ea6ebad1a,This is what I have to give a 7 day old baby  poor thing  http://yfrog.com/6pwwlj,poor,negative
94,358,808c552f3e,"Ghhh! Went an hour earlier to bed thinking ill get an area hr of sleep, woke up an hr earlier. Today is gonna be a looooong one again.",today is gon na be a loong one again,negative
95,359,1a147f4b49,After work....Hillcats game!   .25 cent hot dogs haha,s haha,negative
96,360,af9f69b072,My head hurts,hurts,negative
97,365,bfdb6d1b53,It just occured to me..... tonight is Cheri's Prom Night......I was suppose to go with her...... 970 miles makes that kind of difficult.,miles makes that kind of difficult,negative
98,370,4fcd467a4d,still trying to get better  had to get mommaz lovin..headed to her house.. ahhhhhh i so hate this feelin!,i so hate this feelin,negative
99,378,849f7d5091, when I tried to go to her's I got this message &quot;That page doesn't exist! &quot;,quot that page does nt exis,negative
100,382,d93bc4e903,"I definitely missed listening to The Spill Canvas, I miss seeing them live as well  &quot;Now I'm in stitches ooooover you and oooover you, oh&quot;",misse,negative
101,383,fdc2a4ae3d,I have to goto work now ahhh kill me  my life isn't going the way I want it too atm. Ta ta kids x,kill,negative
102,388,413d196757,gear troubles all day long!,troubles,negative
103,390,64482c0174,to save my heart I think Imma let go! I can see myself getting hurt with you!,hurt,negative
104,396,51a4acf014,_yst so u are very burnt  sorry back or front burnt?,burnt sorry,negative
105,397,ff1462ff46,Mourning Venus' Third Round Loss....,mourning,negative
106,401,f68fbbc1db,**** you is all i have to say,you is all i have to say,negative
107,424,39ea7a78b0,Bad Day. History Test Tommorrow. And I want to go out in the sun and play..,bad,negative
108,425,3f54e1d2cb," ...i'm sorry about you are still sick  u know most of them, AND i know that u will guess the &quot;pelzer present&quot; ;-)",i m sorry,negative
109,426,f2b1e29977, Listened to it again coz you reminded me. This is so depressing.  ? http://blip.fm/~5joo9,depressing,negative
110,430,8f1a61f7f8,Getting to play golf with our kickin' Leadership Team...I have a feeling they r gonna kick me on the golf course,kick me,negative
111,432,1356308f0f," Good god, no. You can fit very few swear words into 140 characters",good god no,negative
112,438,931fdca6ea, That doesn't sound fun,that does nt sound fun,negative
113,441,20aca93241,hut myself in the face with a hammer earlier by accident  obviously it hurts.,hurts,negative
114,448,a7036b7dfe, hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....,wtf,negative
115,452,025e320308,Need some coffee... Getting serious withdrawal symptoms,getting serious withdrawal symptoms,negative
116,456,126aa22396,"has applied for OSAP yet again- God, I'm gonna owe major $$$ by the end of my academic career, this just ain't right!!",just ai nt right,negative
117,459,0b989d6275,My moms Season 3 of Weeds got burnt up in a family friends mobile home.,got burnt up,negative
118,463,1cb1d5cf50,Pretty sure I'm sat on the wrong train going the wrong way... Bah!,pretty sure i m sat on the wrong train going the wrong way bah,negative
119,465,a65f280f9d,arrgghhhggguuuiiissshhhh no idea what to do for this modern assignement....  Burma or Cuba???? eeeep help!,arrgghhgguuiisshh no idea,negative
120,466,ac60c8d53f, PC I agree...  We have a problem. We must stop spending and only work!!!,we have a problem,negative
121,467,db63f19e59, yaaay for u cleaning ur room. I said hi to u the other day &amp; u didnt write me back,amp u didnt write me,negative
122,471,a52a462bef,I cant to sleep and tomorrow i must wake up too early,i cant to sleep an,negative
123,474,58eb4caec4, you didn't come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that's boring,we spent lots of money for nothing that s boring,negative
124,483,47eac3338e,Why is it that &quot;shipping &amp; handleing&quot; are soooo expensive??? It is more than 50% of my entire order! Not ordering yet.,ing quot are soo,negative
125,489,a834cef9c6,1st presentation for senior boards? FML,fml,negative
126,492,7c1c80e54d,Friday tubes at work are slow..,friday tubes at work are slow,negative
127,495,c5fa126423,my car is possessed and won't stop honking at me,my car is possessed and wo nt stop honking at me,negative
128,504,041ab65625,Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can't drag. 12  seconds over.,what killed me was the lb dummy that you ca nt drag,negative
129,505,05c19e3bde," oh, is it good? I've been wanting to watch that movie but nooobody would watch it w/me",noobody would watch it,negative
130,507,0194327888,"just got back from the BBQ, i got sunburn on my legs, well sore",well sore,negative
131,510,313cf37734,  That's no good. I'm sorry,that s no good i m sorry,negative
132,514,63a116ae1b," did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though",tease,negative
133,515,420d46f643,It's starting to look like the  website may not happen in any form,the website may not happen in any form,negative
134,535,8f7dfa086d,I don't feel good.  .My throat hurts!!!!,i do nt feel good my throat hurts,negative
135,542,3cf9088652,oh! i think i didnt do well on my photo editing for Db!  sorry :|,sorry,negative
136,543,c079acfba6,lol exams i didn't go to mcast or other school i finished form 5 and that's it soo disappointed in myself,disappointed,negative
137,554,5dfae5c7cc,man i **** up that test  playing cod now . 31 days till the summer !,man i up,negative
138,556,644feb4fd4,Jane is really sad because she probably won't get perfect on tonight's quiz without the missing article. Should've asked someone for it.,jane is really sad because she probably wo nt get perfect on tonight s quiz without the missing article,negative
139,560,21671fec73,  awww for me I just think she's tooo young or just not ready for it - tis painful to watch her so upset,tis painful to watch her so upset,negative
140,561,39c1e028ac,yeha i broke their page... damit... im trying to fix it how... hope you dont bank with communityfirstandtrust,damit,negative
141,562,21b23c75fc,"Finally picked up some handwraps, but struggling to wrap my stronger hand with the other! Defo should have got some a lot sooner though",struggling,negative
142,563,6fb6f07801, Not so good  I think that's my fault though - didn't use buttermilk. Recipe was on back of the flour.,y fault,negative
143,564,30f96cab0d,http://twitpic.com/67tcr - Ouch!! Burnt my arm on the grill,ouch burnt my arm,negative
144,565,9e925084fe,OUCH! my earphones just shocked me,ouch my earphones just shocked me,negative
145,576,110690c913,() Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,stupid,negative
146,577,a450b33ed1,_sm I'll have a look. Do you live in the centre of Glasgow? I was born on Bellshill &amp; grew up in Bothwell. I miss Tunnocks pies,ll i miss tunnocks pi,negative
147,590,ecf151daa5,"Not feeling too good at ALL, about to head to work from 12-5.  Not a bad shift, just not fun when you don't feel well! Hope it goes FAST",not feeling too good at all,negative
148,594,84159591be,So off work about to do what I don't know I'm exhausted,i m exhausted,negative
149,600,fb93940016," haha.. you were actually in violations of someone's trademark?! okay..  Yeah, I went to bed at 4 and I had to be up at 6. :[",yeah i went to bed at and i had to be up at,negative
150,602,26ba81090a, Noooo! Poor SE,poor,negative
151,604,b31a0ce70d," --sorry for running over uncle Terry, but he just wasn't living up to his potential. expecting more from his next return.",sorry,negative
152,607,77c8d92adb,listens to MSI and bakes banana bread. How weird is she? Remarkably not so much anymore.,how weird is she remarkably not so much anymore,negative
153,608,59cac7726a,Dang you internet. . . Its been down all night. . .,its been down,negative
154,610,4a7c71fcd1,"NAPLAN testing, tuesday, wednesday &amp; thursday. i'm afraid about the maths one, english ,not so much",day i m afraid about the maths,negative
155,617,84c12a654c,Shots suuuuck!  im done  no more vacines!,suuck,negative
156,619,16025e2359,_WOCKEEZ  Don't wanna miss ANY of your shows...you guys kick it! Sad to say...my plane is in the shop...,sad to say,negative
157,622,2c9ef954f2, your face makes people laugh. cause you're so ugly. so you're half-way there,ugly,negative
158,623,ef32edfd19,"My nose is runny, my head is pounding, and teeth hurt like a ****. MAN. @-) I feel awful.  =((",awful,negative
159,626,b333707153,also. proof number #2923848932 that I have no life - I have an imaginary boyfriend named Vince. It's sad that my friends encourage me so.,sad th,negative
160,629,b2fdecdc85,Life sucks if ur not having fun.,sucks,negative
161,635,4045b7279d, whyd u feel awful after last night?,whyd u feel awful after last night,negative
162,640,bf6db751ef,Evaluating my people...Dont like this part of the job,dont like this part of the job,negative
163,641,45be0423e4,"I thought that there was going to be another Def Jam Fighting game, but then it turned out to be crappy karaoke game. I miss the fighting",crappy karaoke game i miss the fighting,negative
164,642,5fe1c2432a,_da_**** ï¿½ cant im not @ my sister house no ï¿½-net tonite,cant im not my sister house no tonite,negative
165,651,8fd6a28145," it's tongue in cheek of some mentalities.There is another one which takes the piss of arabs, but its too long",there is another one which takes the piss of arabs,negative
166,657,0b8c02f820,Spent too much today!!! Tube journeys always take soo long. Braces on thursdayyy,soo long,negative
167,660,d3a198f0b0,"In cafe management, the end of the month is nothing but numbers. My arty little head hurts from finding discrepencies",hurts,negative
168,670,1e8baf3c3e,had a **** contact with both parents &gt;.&gt;  grrr,,negative
169,672,4a139ed15e,Grrrr....I got the wrong size coat for the sheep,wrong size,negative
170,676,5cd7007028, oh my... now im offended.  ha,oh my now im offended,negative
171,680,f6c6071761,R.I.P little bird that flew into my window snapping his neck,r.i.p little bird that flew into my window snapping his neck,negative
172,681,f60cc80060,i'm gonna miss eddy if we're half the country apart,i m gon na miss eddy,negative
173,687,4921fcb7c4,absolutely gutted that i'm not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!,absolutely gutted that i m not going to badu tonight you guys have fun just got home and need to head downtown now gd this heat,negative
174,688,58c50a1df5,Tryin to figure out how to direct message and is gettin frustrated,frustrated,negative
175,694,798e4ce13d,i need people to talk to me please im very bored  x  follow me!,bored,negative
176,706,31b0289220, I certainly know the feeling. Wesley is sleeping and I want to go get something to eat but I only have $4.38 in my account,i only have in my account,negative
177,707,a0d8a9b547,Google Chrome forgot what everything looks like for some reason,forgot,negative
178,711,6b59df5c9b, Ugh my trousers do that too and I've never found a way to combat it! It's so weird,weird,negative
179,715,cd2cc739a1,"im in pain, ****",im in pain,negative
180,718,235927fc9a,Yikes. That poor girl on BGT. That was quite hard to watch,that was quite hard to watch,negative
181,720,cff86776c3,Using a temporary mouse since my trackball is breaking down. I can feel the RSI crawling up my wrist already  .,crawling up my wrist already,negative
182,721,a1790bbaff," just got in, gonna go upto bed in a sec, not drunk! I'm disgusted with myself  haha",disgusted,negative
183,724,375b8367d1, Yeah they are! So stop making fun of me! I gotta get new ones,o stop making fun of me,negative
184,727,a757e7758d,is a failure,is a failure,negative
185,728,58e7c5dbad,has a sore throat,has a sore throat,negative
186,731,3680737a00,Not a good start to the day left my money at home . So i'll hot a day me looking for free carparks,not a good start,negative
187,734,90fedd468f,also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,also i hit my chin on something when i fell down and it hurts ugh work is gon na suck,negative
188,739,1aa361fe1a,*pokes and runs away* ... I WANT SUGAR !,pokes and runs away,negative
189,742,bdef20bbcd,Open office &quot;writer&quot; is weird. I need Word to open word documents correctly,open office quot writer quot,negative
190,744,1434b25cb5,just woke up...dont want to go into work at 4,dont want to go into work,negative
191,750,1de9b80ecb, I'm trying to sleep!!! It's not working,not working,negative
192,752,43a24526f5,uploading PCD onto my iTunes xD i used to have it but certian events caused me to lt sadly,sadly,negative
193,756,5f18475c4d, yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!,sucks,negative
194,764,bbc3f88470, You still have class? Ouch,ouch,negative
195,765,2a866d5e24,I hate crowds   http://tr.im/mONi,i hate crowds,negative
196,767,e2d82b16c7, They're for my mama  I always bake late and get worried that the mixer is gonna bother people.,they re for my mama i always bake late and get worried that the mixer is gon na bother people,negative
197,771,c949e571d6,Really? 87 degrees as the high and I'm on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,really degrees as the high and i m on my way to work hagg lake tomorrow is going to be especially bomb sauce,negative
198,775,7c1f28b126,  yer it is...poor little ****  but she well doesnt deserve the stick off everyone! cowell once again going against producer,ll doesnt deserv,negative
199,776,f360cc52c2, cupcake!!  you can call me anything but &quot;****&quot; i suppose..and even then under certain circumstances....,you can call me anything but quot quot,negative
200,777,d715de6cbf,So lathargic... Definitely need today to rest. Sad bout havin to call out but mentally i needed to,so lathargic definitely need today to rest sad bout havin to call out but mentally i needed to,negative
201,782,f8faadeff4,I just vacuumed my entire house three times. Screw all vacuums!!,screw all vacuums,negative
202,787,dc55096171,so had a freakin lond thursday  ready to hit the hay and surprise surprise I can't freakin sleep :/ Boo!,i ca nt freakin sleep,negative
203,788,8ee090e3f2,DIDO &quot;US 2 Little Gods&quot; http://ow.ly/9UIn &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic...,words,negative
204,790,eaeef48b7c,"Ok, i've eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!",bored,negative
205,791,7e27ad7374," we'll be back sunday to play @ the horse, I was out last night at mex you were not  miss you",miss,negative
206,792,a8c023cb38, im feel verey tired  madry chasawy 9j !!!!!!!!!,tired,negative
207,799,a7577aed86,Migraine is fighting its way back from last night.,migraine is fighting its way back,negative
208,806,13db91abcb,not feeling well at all today! ugh cant I just go home.,not feeling well at all today ugh cant i just go home,negative
209,819,f1f5e8edfa,I Miss Daddy and Mommy,i miss daddy and mommy,negative
210,821,fd6ebd68f6,I would Join you shopping but i have work all weekend  six degrees of seperation is confsuing,confsuing,negative
211,822,643be70c16,"just watched terminator 2 and i cried, Its the one movie that makes me cry for some reason when arnie dies!  im lame!",just watched terminator and i cried its the one movie that makes me cry for some reason when arnie dies,negative
212,824,4e655f178c,Dude my butt itches  but i cant scratch it cause ppl r here,cant scratch,negative
213,829,ee22737cab,just got back home with my disappointing report card,disappointing report card,negative
214,831,f7bb505276, phil! I miss you gracin ya with your presence I haven't been on much  what's new?,miss,negative
215,837,7163807e51,", you make baby jeebus cry",cry,negative
216,840,131a73a3a5, she could have been a lost dog  poor girl,lost,negative
217,842,9067d4363c,is sad cuz my mommy leaves to indy today,sad,negative
218,845,a0148c421b, at once haha.  poor aby still gets sore!,poor,negative
219,846,fe31e2ee51,ya could hit me up on aim or here cause i am mad bored nuttin 2 do,i am mad bored,negative
220,847,b58106c8bd,This world makes me sad,sad,negative
221,850,ddd8ba0f63,Been working on my freakin' computer trying to save stuff on a harddrive and it seems I failed miserably.,i failed miserably,negative
222,854,3ce7b87199," still no class loaders, or even custom assembly loaders",still no class loaders,negative
223,856,4f3c295673,Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!,stupid rain,negative
224,861,ed1c3cdcd5,  im trying to fix myself really but i need to stop cutting myself,o stop,negative
225,862,f0430ad644,My dad is taking me to school &amp; picking me up tomoz. Plus I have drama almost all day. Score bludge day,my dad is taking me to school amp picking me up tomoz plus i have drama almost all day score bludge,negative
226,866,295b313e7e, when it rains it pours - how true is that? I'm so sorry  I hate those kinda times.,i m so sorry i hate those kinda times,negative
227,867,bf51b25919,&lt;-----bored to death,bored to deat,negative
228,878,35b70a2a83, So sorry to hear your terrible news   Thinking of you all x,so sorry to hear your terrible news,negative
229,881,13cb60cfc5," Sigh. It is a sad, lonely profession.",it is a sad lonely profession,negative
230,884,dddea32d04,just slammed my finger in a car dor  FML ow,slammed,negative
231,890,41137cb6a6,"i have officially hit the wall, totally nonfunctionalproductive at work",hit the wall,negative
232,891,9b72d47e50, oh noo.. i cant see it,i cant see it,negative
233,900,46dcf0b66d, you could say that. I left it in VT and have been Blackberryless since Tuesday Night. I'm lost,i m lost,negative
234,905,a025e21634,Nothing like In 'n' Out and a LOST marathon after a long day of work.,long day of work,negative
235,906,6e853e9949,"tired and bored, watching movies while i'm home alone",tired and bored,negative
236,916,0a96158ea3,Now have an unpleasant talk w/n-laws 2 look 4ward 2....,unpleasant,negative
237,921,0057e9145b, why you stop following me? Was I not cool enough for you?,was i not cool,negative
238,926,47c28eec84,"_za its not fruit, its those sugar covered sweets. My tummy is not happy",not happy,negative
239,933,e8770f1c78,Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...,then you cry,negative
240,935,28c0cdac1a,"I did the dishes and I'm now on a train to Newcastle. Have to leave #nontweetinggirlfriend behind for 2 weeks, which is always a bit sad",sad,negative
241,944,b56c2694a7, it is so sad that me and my roommate fry chicken just about every night @ 330 4. We just finished tonight's batch,sad,negative
242,946,8409d9e467," LMAO shush. with my illness comes the joys of multiple mouth ulcers, and i think they are coming back  they JUST healed",with my illness comes the joys of multiple mouth ulcers,negative
243,950,4eac33d1c0, wish we could come see u on Denver  husband lost his job and can't afford it,d lost,negative
244,956,d953042861, we watched that one day in the middle of playing-- it REALLY doesn't hold up,we watched that one day in the middle of playing it really does nt hold up,negative
245,957,a71ecf3bcc,Suddenly I remember all the memories with him  ohhh please,ohh please,negative
246,958,251f00e386,"Have to leave to meet  now. I'm looking forward to seeing him, but I'm so not done what I wanted to. Boo-urns. Wish I was @ work.",i m so not done,negative
247,964,f7d4269198,OK tweeps.. sorry. too many twitpic. I'll delete those pics as soon as  had 'em copied,sorry,negative
248,965,f7b3e70599, nope no love,no love,negative
249,971,4523e9508c,nomatter how much i sleep am still tired,am still tired,negative
250,974,9cfa9342c1, i don't like to see you like this...  there must be something to make you smile...,i do nt like,negative
251,976,04b61330dc," I'm only allergic to some bunnies. Are you allergic to all fur? That sucks! Isn't that cosmic irony, a furry allergic to fur!",sucks,negative
252,979,dd9b922aad,What am I doing atm? http://twitpic.com/4jmeh Oh yeah. Apple Juice  I'm such a rebel!,i m such a rebel,negative
253,982,77a1abb2ba,mom just woke me u[p and i am so mad i was dreaming about  shoes  she whants me to go to the river it is so stupid,o stupid,negative
254,985,a724e66bd0,Not in a good mood.  My mama's away with my sis so can't talk to either of them and my boy can't see me this weekend as planned.,not in a good mood,negative
255,991,c8f8d43d40," the balance is ~$8,000. unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing",unfortunately,negative
256,994,2be4cf8a34,my head huwwts,my head huwwts,negative
257,995,06e9a74ff7,is gutted she isnt going out tonight,gutted,negative
258,996,6240f33053,"_Punk_Robot  wtf.....winter isn't due til monday, am freezing",wtf,negative
259,998,0888304834,this week of mine was not easy!  but finally it's over! (:,not easy,negative
260,999,659fc1dd21, never a relaxing weekend for the allahpundit,never a relaxing,negative
261,1006,698c60aa2f,I can't believe how tired I am right now... I don't know if I can go out tonight...   Exhaaaausted!!,exhaausted,negative
262,1017,bf089e12c5,cheeks bakery just closed  crazy how williamsburg can support an infinite # of boutiques w/bad clothes and not one decent place 4 a scone,not one decent place,negative
263,1020,90491300b6," Gleneagles then champagne receptions....can't beat it! I'm in alone, my tea was rubbish and Ive been doing housework",ca nt beat it i m in alone my tea was rubbish and ive been doing housework,negative
264,1025,de79cc363c, I had bad net issues on Weds so couldn't broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,d bad,negative
265,1036,cdeb258b89, never invite,never invite,negative
266,1040,ff69dc9df4,is wondering what happened to all those froggies at the potato farm!,is wondering,negative
267,1043,ba44eb7f2d,Gees can this week get anymore horrible....now i cant go to spain,can this week get anymore horrible,negative
268,1047,f5e6f22cea,"man, its weird, Mom's cooking is giving me so much nutrition but also so much unladylike gas",weird,negative
269,1051,9b26804c67,was late,late,negative
